Id,Label,timeset,value,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality,pageranks,Authority,Hub
Tetragenococcus_halophilus,Tetragenococcus,,0,335,496.840001,4,0.612951,0.695578,0.00041,3,0,0.756118,42301,0.588983,0.001277,0.034355,0.034355
Capnocytophaga_cynodegmi,Capnocytophaga,,0.26,242,346.6,4,0.567439,0.636755,0.000868,3,0,0.767943,22394,0.407562,0.001027,0.023761,0.023761
Candidatus_Methylopumilus,Candidatus,,0,264,368.42,4,0.575276,0.64936,0.000561,3,0,0.745737,25889,0.469947,0.001069,0.027395,0.027395
Ramlibacter_tataouinensis,Ramlibacter,,0,175,248.819999,4,0.538462,0.593938,0.000432,0,0,0.655501,9980,0.25978,0.000808,0.015071,0.015071
Chryseobacterium_piperi,Chryseobacterium,,0,305,437.58,4,0.595851,0.67577,0.000805,3,0,0.73984,34299,0.534886,0.001208,0.0312,0.0312
Lactobacillus_kefiranofaciens,Lactobacillus,,0.01,247,349.42,4,0.570548,0.640156,0.000425,3,0,0.749218,22762,0.434408,0.001005,0.025325,0.025325
Vibrio_rumoiensis,Vibrio,,0,259,378.6,4,0.578472,0.64896,0.000448,3,0,0.77256,25812,0.438135,0.001054,0.025538,0.025538
Candidatus_Arthromitus,Candidatus,,0,224,320.04,4,0.557564,0.62425,0.000535,0,0,0.700032,17484,0.345992,0.000964,0.020106,0.020106
Listeria_innocua,Listeria,,0,307,442.94,4,0.59799,0.677571,0.001008,3,0,0.735539,34549,0.532328,0.001217,0.031025,0.031025
Ornithobacterium_rhinotracheale,Ornithobacterium,,0,153,213.18,4,0.532609,0.581833,0.000786,3,0,0.765222,8898,0.263021,0.000776,0.015333,0.015333
Gramella_flava,Gramella,,0,301,430.240001,4,0.595425,0.67407,0.000611,3,0,0.756434,34153,0.528155,0.00118,0.0308,0.0308
Thermosipho_melanesiensis,Thermosipho,,0,79,108.62,4,0.488563,0.52421,0.000098,3,0,0.769231,2370,0.109323,0.000472,0.006353,0.006353
Ralstonia_insidiosa,Ralstonia,,0,373,540.380001,4,0.628205,0.717487,0.000623,3,0,0.70825,49137,0.648315,0.001405,0.037799,0.037799
Staphylococcus_hyicus,Staphylococcus,,0.01,330,491.299999,4,0.610704,0.692577,0.001588,3,0,0.733518,39819,0.566645,0.001348,0.033042,0.033042
Lactobacillus_alimentarius,Lactobacillus,,0.01,304,439.759999,4,0.593728,0.67447,0.000866,0,0,0.698975,32192,0.500727,0.001218,0.029146,0.029146
Elizabethkingia_meningoseptica,Elizabethkingia,,0,338,505.3,3,0.617494,0.698679,0.00194,3,0,0.720647,41043,0.576018,0.001391,0.033583,0.033583
Photobacterium_profundum,Photobacterium,,0,387,568.42,3,0.636364,0.726291,0.00076,3,0,0.724719,54130,0.689109,0.00145,0.040187,0.040187
Fictibacillus_arsenicus,Fictibacillus,,0,315,465.28,3,0.604499,0.683673,0.000553,3,0,0.757861,37480,0.550705,0.001229,0.032124,0.032124
Lactobacillus_lindneri,Lactobacillus,,0.01,305,440.4,4,0.597133,0.676371,0.000661,0,0,0.710742,32950,0.51219,0.001203,0.029815,0.029815
Emticicia_oligotrophica,Emticicia,,0,293,422.860001,4,0.59204,0.669268,0.000381,3,0,0.772944,33065,0.515218,0.001141,0.030057,0.030057
Vibrio_furnissii,Vibrio,,0,386,554.52,4,0.635878,0.72589,0.001087,0,0,0.664262,49358,0.649886,0.001465,0.037836,0.037836
Proteus_vulgaris,Proteus,,0,304,451.48,4,0.599281,0.676971,0.001244,3,0,0.762398,35113,0.530234,0.001257,0.030926,0.030926
Xenorhabdus_poinarii,Xenorhabdus,,0,256,364.06,4,0.576072,0.646559,0.000637,3,0,0.714063,23307,0.422414,0.001056,0.024595,0.024595
Clostridium_beijerinckii,Clostridium,,0.01,309,457.400001,4,0.59885,0.678772,0.001507,3,0,0.753814,35871,0.529481,0.001265,0.030872,0.030872
Dokdonella_koreensis,Dokdonella,,0,194,273.119999,4,0.54623,0.605942,0.000591,0,0,0.641686,12013,0.287821,0.000879,0.0167,0.0167
Helicobacter_hepaticus,Helicobacter,,0,178,244.400001,4,0.548748,0.60094,0.001707,3,0,0.663556,10453,0.292724,0.000942,0.017044,0.017044
Filimonas_lacunae,Filimonas,,0,380,567.48,4,0.634425,0.722789,0.000552,3,0,0.742175,53444,0.678709,0.001419,0.039603,0.039603
Psychroflexus_torquis,Psychroflexus,,0,373,556.959999,4,0.632979,0.719388,0.001249,3,0,0.704647,48887,0.633875,0.001444,0.036942,0.036942
Belliella_baltica,Belliella,,0,229,326.76,4,0.562838,0.628952,0.00028,3,0,0.829426,21653,0.410245,0.000942,0.023952,0.023952
Clostridium_saccharoperbutylacetonicum,Clostridium,,0.01,374,542.120001,4,0.632498,0.719688,0.002247,0,0,0.697123,48625,0.643624,0.001497,0.037504,0.037504
Providencia_stuartii,Providencia,,0,145,200.9,4,0.529225,0.576631,0.001555,3,0,0.641762,6700,0.222662,0.000844,0.01295,0.01295
Bacillus_megaterium,Bacillus,,0,303,452.06,4,0.596705,0.67547,0.000373,3,0,0.777785,35586,0.528985,0.001181,0.030857,0.030857
Flavobacteriaceae_bacterium,Flavobacteriaceae,,0,37,51.78,4,0.465884,0.490896,0.000333,3,0,0.415916,277,0.023769,0.000502,0.001344,0.001344
Tenacibaculum_dicentrarchi,Tenacibaculum,,0,203,286.34,4,0.548026,0.610544,0.000402,0,0,0.715456,14669,0.32785,0.000865,0.019067,0.019067
Cyclobacterium_amurskyense,Cyclobacterium,,0,356,523.559998,4,0.620715,0.707483,0.000333,3,0,0.78044,49316,0.648419,0.001332,0.037856,0.037856
Oenococcus_oeni,Oenococcus,,0,273,380.680001,3,0.580893,0.655662,0.001689,0,0,0.688483,25562,0.462803,0.001141,0.026949,0.026949
Vibrio_cholerae,Vibrio,,0,310,450.22,4,0.596705,0.678271,0.00031,3,0,0.780374,37376,0.559874,0.001193,0.03266,0.03266
Chryseobacterium_indologenes,Chryseobacterium,,0,266,384.799999,4,0.57968,0.652361,0.002962,3,0,0.770691,27163,0.457121,0.001132,0.026657,0.026657
Thermoanaerobacterium_saccharolyticum,Thermoanaerobacterium,,0,52,70.36,4,0.466405,0.497199,0.003148,3,0,0.52187,692,0.046019,0.000661,0.002642,0.002642
Variovorax_boronicumulans,Variovorax,,0,185,261.359999,4,0.541965,0.59994,0.00047,0,0,0.650881,11078,0.277097,0.000841,0.016082,0.016082
Azospirillum_lipoferum,Azospirillum,,0,233,327.239999,4,0.565129,0.631853,0.000442,0,0,0.705047,19056,0.388497,0.000972,0.022628,0.022628
Leuconostoc_garlicum,Leuconostoc,,0,26,35.3,4,0.453951,0.476891,0.000068,3,0,0.550769,179,0.020859,0.000343,0.001192,0.001192
Streptococcus_pyogenes,Streptococcus,,8.34,335,473.6,4,0.610256,0.694378,0.000591,3,0,0.741121,41462,0.603877,0.001271,0.035233,0.035233
Barnesiella_viscericola,Barnesiella,,0,545,824.240001,3,0.728784,0.822729,0.001521,0,0,0.640617,94965,0.932763,0.001957,0.054359,0.054359
Lactobacillus_salivarius,Lactobacillus,,0.01,318,471.22,4,0.601879,0.683974,0.000414,3,0,0.798841,40264,0.580243,0.001221,0.033885,0.033885
Streptococcus_lutetiensis,Streptococcus,,8.34,407,609.24,4,0.645236,0.738095,0.000513,3,0,0.755232,62398,0.742799,0.001493,0.043373,0.043373
Enterococcus_mundtii,Enterococcus,,0.01,354,523.600001,4,0.620253,0.706383,0.000534,3,0,0.766441,47888,0.638548,0.00134,0.03727,0.03727
Auricoccus_indicus,Auricoccus,,0,479,714,3,0.68957,0.783313,0.001144,3,0,0.674828,77255,0.836984,0.001747,0.048795,0.048795
Lactobacillus_sakei,Lactobacillus,,0.01,473,716.259999,4,0.681669,0.778311,0.000663,3,0,0.712957,79586,0.849625,0.001705,0.049582,0.049582
Sebaldella_termitidis,Sebaldella,,0,376,542.48,4,0.630583,0.719688,0.000812,0,0,0.706184,49786,0.663538,0.001418,0.03868,0.03868
Bacteroides_ovatus,Bacteroides,,0.01,392,581.98,4,0.639294,0.729692,0.001099,3,0,0.736103,56412,0.700659,0.001477,0.04089,0.04089
Mesoplasma_syrphidae,Mesoplasma,,0,292,416.88,4,0.59078,0.668167,0.000709,0,0,0.695476,29548,0.487226,0.001168,0.028348,0.028348
Moraxella_osloensis,Moraxella,,0,370,537.26,4,0.62397,0.714486,0.000457,3,0,0.76102,51951,0.675037,0.001379,0.039391,0.039391
Lutibacter_profundi,Lutibacter,,0,324,478.48,4,0.603186,0.686975,0.000349,3,0,0.793774,41535,0.593048,0.001233,0.034626,0.034626
Bordetella_genomosp,Bordetella,,0,81,111.38,4,0.497017,0.530912,0.000773,1,0,0.509568,1651,0.067702,0.000606,0.003838,0.003838
Pediococcus_claussenii,Pediococcus,,0,317,454.14,4,0.600144,0.682573,0.000587,0,0,0.708182,35470,0.548865,0.001221,0.03197,0.03197
Clostridium_stercorarium,Clostridium,,0.01,238,334.32,4,0.568601,0.635554,0.000473,0,0,0.725703,20467,0.409854,0.00098,0.023869,0.023869
Bacillus_krulwichiae,Bacillus,,0,328,475.720001,4,0.606259,0.689876,0.000691,3,0,0.748061,40117,0.583872,0.001264,0.034077,0.034077
Marinifilaceae_bacterium,Marinifilaceae,,0,47,67.04,4,0.463035,0.493097,0.000052,1,0,0.762257,824,0.029724,0.000462,0.001656,0.001656
Gallionella_capsiferriformans,Gallionella,,0,189,260.9,4,0.539508,0.60044,0.000113,3,0,0.899358,15978,0.377904,0.000787,0.022087,0.022087
Rathayibacter_toxicus,Rathayibacter,,0,353,504.779999,4,0.621178,0.706483,0.000805,0,0,0.707217,43938,0.612583,0.001346,0.035692,0.035692
Aliivibrio_wodanis,Aliivibrio,,0,405,592.479999,4,0.642747,0.736295,0.000767,0,0,0.691077,56537,0.701935,0.001502,0.040886,0.040886
Cryptobacterium_curtum,Cryptobacterium,,0,158,220.68,4,0.534317,0.584734,0.000316,3,0,0.766669,9509,0.260941,0.000739,0.0152,0.0152
Clostridium_cellulovorans,Clostridium,,0.01,367,539.2,4,0.629154,0.715386,0.000785,3,0,0.731109,49102,0.645691,0.001393,0.037662,0.037662
Cupriavidus_gilardii,Cupriavidus,,0,282,400.099999,4,0.583333,0.660664,0.000455,0,0,0.696323,27589,0.472123,0.001116,0.02747,0.02747
Dichelobacter_nodosus,Dichelobacter,,0,282,399.98,4,0.585795,0.661865,0.001204,0,0,0.711289,28182,0.473087,0.001155,0.02754,0.02754
Erwinia_tasmaniensis,Erwinia,,0,212,292.56,4,0.559812,0.620648,0.001397,3,0,0.725387,16224,0.377635,0.001029,0.022025,0.022025
Geosporobacter_ferrireducens,Geosporobacter,,0,410,606.619999,3,0.650273,0.741096,0.001451,3,0,0.700662,58747,0.718288,0.001553,0.041897,0.041897
Acidothermus_cellulolyticus,Acidothermus,,0,283,401.72,4,0.586207,0.662365,0.000391,3,0,0.776558,30987,0.50588,0.001113,0.029525,0.029525
Moritella_viscosa,Moritella,,0,307,450.379999,4,0.599281,0.678171,0.000855,3,0,0.776586,36477,0.546583,0.001231,0.031902,0.031902
Pseudomonas_fulva,Pseudomonas,,0,98,133.24,4,0.511985,0.547219,0.000052,3,0,0.726068,3451,0.156711,0.000511,0.009122,0.009122
Kosmotoga_olearia,Kosmotoga,,0,114,156,4,0.512615,0.554122,0.000025,3,0,0.9025,5813,0.212145,0.000549,0.012383,0.012383
Pseudarthrobacter_chlorophenolicus,Pseudarthrobacter,,0,205,284.06,4,0.550926,0.613045,0.000111,3,0,0.832616,17410,0.38806,0.00084,0.022663,0.022663
Acidovorax_ebreus,Acidovorax,,0,207,284.7,4,0.557191,0.617247,0.000645,3,0,0.744055,15864,0.360018,0.000894,0.02099,0.02099
Haemophilus_influenzae,Haemophilus,,3.79,3,4.42,4,0.364073,0.381052,0,0,0,1,3,0.001536,0.000194,0.000086,0.000086
Moraxella_ovis,Moraxella,,0,76,103.58,4,0.497017,0.528611,0.000495,0,0,0.66,1881,0.104099,0.000498,0.006037,0.006037
Mycoplasma_pulmonis,Mycoplasma,,0,132,182.12,4,0.51868,0.564926,0.001224,0,0,0.744159,6434,0.205322,0.000712,0.011937,0.011937
Capnocytophaga_haemolytica,Capnocytophaga,,0.26,309,440.459999,4,0.595,0.677071,0.00037,3,0,0.785714,37389,0.571355,0.001178,0.033358,0.033358
Lactobacillus_plantarum,Lactobacillus,,0.01,321,459.739999,4,0.601879,0.685074,0.000533,3,0,0.774319,39769,0.592806,0.001227,0.0346,0.0346
Leptothrix_cholodnii,Leptothrix,,0,260,369.520001,4,0.572509,0.646559,0.000255,2,0,0.730888,24609,0.435798,0.001031,0.025366,0.025366
Bifidobacterium_kashiwanohense,Bifidobacterium,,0,148,204.22,4,0.529561,0.578031,0.000292,3,0,0.800147,8704,0.261154,0.000697,0.015237,0.015237
Azoarcus_olearius,Azoarcus,,0,264,371.419999,4,0.575674,0.64976,0.000245,2,0,0.752996,26141,0.461115,0.001038,0.026861,0.026861
Bifidobacterium_adolescentis,Bifidobacterium,,0,177,249.36,4,0.532268,0.591337,0.000097,2,0,0.811762,12644,0.28312,0.000762,0.016456,0.016456
Thiomonas_intermedia,Thiomonas,,0,153,214.36,4,0.532949,0.582033,0.000138,0,0,0.738992,8593,0.2511,0.000692,0.014621,0.014621
Comamonadaceae_bacterium,Comamonadaceae,,0,275,389.08,4,0.585383,0.658864,0.000902,0,0,0.678646,25568,0.45661,0.001112,0.026573,0.026573
Desulfosporosinus_meridiei,Desulfosporosinus,,0,268,375.999999,4,0.576471,0.651761,0.000587,2,0,0.711051,25440,0.446861,0.001077,0.026013,0.026013
Thauera_chlorobenzoica,Thauera,,0,188,260.8,4,0.541261,0.60094,0.000231,2,0,0.702583,12350,0.311131,0.000808,0.018105,0.018105
Sulfurospirillum_cavolei,Sulfurospirillum,,0,60,81.76,4,0.49672,0.521909,0.000688,0,0,0.520339,921,0.067781,0.000526,0.003908,0.003908
Halanaerobium_hydrogeniformans,Halanaerobium,,0,39,54.340001,4,0.478736,0.5012,0.00072,0,0,0.434548,322,0.030763,0.000495,0.001754,0.001754
Acinetobacter_larvae,Acinetobacter,,0,18,25.06,4,0.415047,0.439776,0.000076,0,0,0.470588,72,0.005251,0.000333,0.000279,0.000279
Moraxella_catarrhalis,Moraxella,,0,16,21.68,4,0.4165,0.440176,0.001366,0,0,0.358333,43,0.005625,0.000464,0.000305,0.000305
Campylobacter_pinnipediorum,Campylobacter,,1,17,23.72,5,0.396101,0.420208,0.000107,1,0,0.588235,80,0.003967,0.000367,0.000197,0.000197
Corynebacterium_uterequi,Corynebacterium,,0,212,295.44,3,0.550562,0.615446,0.000807,0,0,0.685058,15322,0.348963,0.000929,0.020301,0.020301
Staphylococcus_cohnii,Staphylococcus,,0.01,351,513.079999,4,0.616124,0.703481,0.000876,0,0,0.686024,42139,0.594074,0.001358,0.03459,0.03459
Mycoplasma_yeatsii,Mycoplasma,,0,37,51.68,4,0.473834,0.496799,0.000256,0,0,0.496997,331,0.030706,0.000455,0.001751,0.001751
Pimelobacter_simplex,Pimelobacter,,0,272,386.539999,3,0.57727,0.653461,0.000875,0,0,0.680215,25070,0.447154,0.001113,0.026007,0.026007
Polyangium_brachysporum,Polyangium,,0,102,143.48,4,0.508237,0.546319,0.00017,0,0,0.654436,3371,0.133462,0.00056,0.007724,0.007724
Aequorivita_sublithincola,Aequorivita,,0,234,328.979999,4,0.559812,0.629352,0.00097,0,0,0.716922,19544,0.388707,0.001009,0.022618,0.022618
Polaromonas_naphthalenivorans,Polaromonas,,0,137,194.78,4,0.524559,0.570628,0.000199,0,0,0.681516,6349,0.200755,0.000667,0.011648,0.011648
Micrococcus_luteus,Micrococcus,,0,19,26.259999,4,0.438421,0.461385,0.000156,0,0,0.520468,89,0.011219,0.000373,0.000628,0.000628
Entomoplasma_luminosum,Entomoplasma,,0,25,35.52,4,0.450514,0.47409,0.000113,0,0,0.496667,149,0.015978,0.000367,0.000899,0.000899
Thioalkalivibrio_sulfidiphilus,Thioalkalivibrio,,0,116,165.24,4,0.51547,0.556623,0.000134,0,0,0.715292,4771,0.170237,0.000595,0.009876,0.009876
Herbaspirillum_robiniae,Herbaspirillum,,0,158,225.22,4,0.532268,0.583633,0.000399,0,0,0.667258,8276,0.234518,0.00075,0.013613,0.013613
Glaesserella_parasuis,Glaesserella,,0,27,37.28,4,0.4587,0.481793,0.000005,0,0,0.846154,297,0.037546,0.00028,0.002179,0.002179
Paraphotobacterium_marinum,Paraphotobacterium,,0,128,175.220001,4,0.517713,0.562825,0.000159,3,0,0.770792,6265,0.211329,0.000626,0.01232,0.01232
Candidatus_Thioglobus,Candidatus,,0,28,39.94,4,0.448815,0.473689,0.000131,3,0,0.555556,210,0.021065,0.000389,0.001201,0.001201
Virgibacillus_halodenitrificans,Virgibacillus,,0,172,237.58,4,0.53125,0.588735,0.000224,3,0,0.762138,11208,0.295724,0.000763,0.017242,0.017242
Acinetobacter_guillouiae,Acinetobacter,,0,22,30.76,4,0.426305,0.451581,0.000111,3,0,0.619048,143,0.012807,0.000372,0.000721,0.000721
Staphylococcus_epidermidis,Staphylococcus,,0.01,313,446.159999,4,0.596705,0.679472,0.000784,3,0,0.769395,37568,0.558278,0.001222,0.032567,0.032567
Porphyromonadaceae_bacterium,Porphyromonadaceae,,0,366,527.2,4,0.624906,0.713185,0.001294,0,0,0.704334,47046,0.641741,0.001386,0.037398,0.037398
Lactobacillus_sanfranciscensis,Lactobacillus,,0.01,422,617.48,4,0.656422,0.748499,0.000983,3,0,0.692044,61475,0.738328,0.001565,0.043043,0.043043
Lactobacillus_heilongjiangensis,Lactobacillus,,0.01,385,560.700001,4,0.632498,0.72399,0.000705,0,0,0.686851,50772,0.664934,0.001439,0.038731,0.038731
Clostridium_butyricum,Clostridium,,0.01,235,328.64,4,0.562458,0.631353,0.00164,3,0,0.731915,20124,0.396432,0.001008,0.023114,0.023114
Lawsonia_intracellularis,Lawsonia,,0,206,285.94,4,0.554225,0.615146,0.000323,0,0,0.752309,15885,0.358544,0.000866,0.020901,0.020901
Anoxybacillus_amylolyticus,Anoxybacillus,,0,342,491.219999,4,0.614307,0.69898,0.001409,0,0,0.712747,41561,0.592125,0.001342,0.034501,0.034501
Pseudomonas_frederiksbergensis,Pseudomonas,,0,336,479.88,4,0.611601,0.695378,0.000657,0,0,0.733564,41285,0.60073,0.001273,0.035025,0.035025
Erysipelothrix_rhusiopathiae,Erysipelothrix,,0,447,656,3,0.671774,0.764106,0.001419,0,0,0.64888,64681,0.756319,0.001661,0.04404,0.04404
Weissella_soli,Weissella,,0,191,263.4,4,0.546588,0.605042,0.000967,0,0,0.72593,13172,0.310234,0.000884,0.018059,0.018059
Rhodothermus_marinus,Rhodothermus,,0,260,365.44,3,0.57767,0.64886,0.000624,0,0,0.705346,23749,0.44504,0.001057,0.02592,0.02592
Campylobacter_subantarcticus,Campylobacter,,1,280,393.92,4,0.584151,0.660264,0.001633,0,0,0.700358,27356,0.477303,0.001138,0.027809,0.027809
Halomonas_campaniensis,Halomonas,,0,131,178.58,4,0.522913,0.567227,0.000026,0,0,0.830417,7071,0.231169,0.000603,0.01347,0.01347
Mycoplasma_bovigenitalium,Mycoplasma,,0,79,108.18,4,0.506383,0.536014,0.000526,0,0,0.602726,1857,0.113605,0.000566,0.006593,0.006593
Cupriavidus_basilensis,Cupriavidus,,0,187,264.919999,4,0.539857,0.59954,0.0002,0,0,0.726353,12632,0.30375,0.000808,0.017655,0.017655
Staphylococcus_condimenti,Staphylococcus,,0.01,222,311.44,3,0.562078,0.62565,0.000803,0,0,0.739269,18135,0.381866,0.000956,0.022248,0.022248
Hymenobacter_swuensis,Hymenobacter,,0,400,582,3,0.640769,0.733293,0.000739,0,0,0.687306,54847,0.695338,0.001484,0.040511,0.040511
Lysinibacillus_varians,Lysinibacillus,,0,278,401.92,4,0.585383,0.660064,0.000213,3,0,0.833026,32074,0.520226,0.001086,0.030392,0.030392
Lactobacillus_casei,Lactobacillus,,0.01,41,56.1,4,0.478736,0.501901,0.000027,0,0,0.708537,581,0.052261,0.000331,0.003022,0.003022
Mycoplasma_cynos,Mycoplasma,,0,50,67.239999,4,0.483179,0.508904,0.000046,2,0,0.6,735,0.059492,0.000361,0.003441,0.003441
Spiroplasma_helicoides,Spiroplasma,,0,8,11.06,5,0.353415,0.366887,0.000033,1,0,0.321429,9,0.00067,0.0003,0.000024,0.000024
Weissella_paramesenteroides,Weissella,,0,233,322,4,0.560565,0.629452,0.00041,0,0,0.688397,18606,0.384054,0.000955,0.022341,0.022341
Sulfuricurvum_kujiense,Sulfuricurvum,,0,344,488.04,4,0.613854,0.69968,0.000956,2,0,0.665299,39250,0.578326,0.001324,0.033662,0.033662
Taylorella_asinigenitalis,Taylorella,,0,137,187.919999,4,0.525221,0.571028,0.000252,3,0,0.699227,6514,0.225748,0.000658,0.013154,0.013154
Blattabacterium_cuenoti,Blattabacterium,,0,6,8.1,4,0.399329,0.419368,0.000007,0,0,0.466667,7,0.002567,0.000226,0.000141,0.000141
Lactobacillus_nagelii,Lactobacillus,,0.01,143,201.62,4,0.525552,0.573529,0.003843,0,0,0.686201,6967,0.207505,0.000824,0.01204,0.01204
Streptomyces_albus,Streptomyces,,0,134,180.54,3,0.519975,0.566427,0.000302,2,0,0.615531,5485,0.184592,0.000651,0.010689,0.010689
Porphyromonas_gingivalis,Porphyromonas,,0.03,203,273.619999,4,0.544444,0.608643,0.000066,3,0,0.845535,17336,0.397267,0.000821,0.023201,0.023201
Streptococcus_gallolyticus,Streptococcus,,8.34,274,383.339999,4,0.578071,0.654762,0.000307,3,0,0.799337,29896,0.503371,0.001069,0.02938,0.02938
Kocuria_palustris,Kocuria,,0,208,292.24,4,0.545872,0.611645,0.000154,2,0,0.764632,16461,0.356449,0.000857,0.020752,0.020752
Bifidobacterium_breve,Bifidobacterium,,0,163,226.98,4,0.527215,0.582733,0.000076,2,0,0.782777,10335,0.263732,0.000712,0.015335,0.015335
Candidatus_Planktophila,Candidatus,,0,146,201.46,4,0.527549,0.57603,0.00394,0,0,0.723099,7654,0.235161,0.000781,0.013677,0.013677
Macrococcus_caseolyticus,Macrococcus,,0,299,434.08,4,0.596278,0.673569,0.000419,3,0,0.747144,33286,0.529515,0.001162,0.030882,0.030882
Mycoplasma_capricolum,Mycoplasma,,0,233,328.840001,4,0.561699,0.630052,0.000309,0,0,0.701051,18948,0.384314,0.000956,0.022358,0.022358
Rhodoluna_lacicola,Rhodoluna,,0,208,291.26,4,0.552387,0.615046,0.000555,2,0,0.72552,15619,0.345772,0.000896,0.020134,0.020134
Rhodococcus_aetherivorans,Rhodococcus,,0,359,517.02,4,0.621642,0.709084,0.001338,2,0,0.706011,45369,0.61563,0.001377,0.03586,0.03586
Orientia_tsutsugamushi,Orientia,,0,287,408.780001,4,0.584561,0.663265,0.000428,2,0,0.741551,30434,0.486027,0.001124,0.028298,0.028298
Corynebacterium_kroppenstedtii,Corynebacterium,,0,184,257.54,4,0.53466,0.595538,0.000054,2,0,0.834937,14057,0.31311,0.000773,0.018225,0.018225
Ruminococcaceae_bacterium,Ruminococcaceae,,0,306,442,4,0.595,0.67577,0.000723,2,0,0.735991,34345,0.520698,0.001191,0.030311,0.030311
Geobacillus_genomosp,Geobacillus,,0,208,291.26,4,0.552387,0.615046,0.000555,2,0,0.72552,15619,0.345772,0.000896,0.020134,0.020134
Shewanella_putrefaciens,Shewanella,,0,313,444.119999,4,0.596705,0.679372,0.000817,0,0,0.731691,35727,0.554199,0.001211,0.032298,0.032298
Vitreoscilla_filiformis,Vitreoscilla,,0,290,416.96,4,0.586207,0.665266,0.000539,2,0,0.744541,31200,0.496289,0.00114,0.0289,0.0289
Arthrobacter_crystallopoietes,Arthrobacter,,0,155,220.26,4,0.519975,0.57523,0.0001,2,0,0.811227,9682,0.237861,0.000698,0.01381,0.01381
Corynebacterium_variabile,Corynebacterium,,0,123,174.879999,4,0.511043,0.556523,0.000082,2,0,0.76756,5759,0.182044,0.000598,0.010557,0.010557
Lactobacillus_buchneri,Lactobacillus,,0.01,130,180.38,4,0.522913,0.566827,0.000177,0,0,0.733691,6152,0.212297,0.000625,0.012359,0.012359
Alkalilimnicola_ehrlichii,Alkalilimnicola,,0,227,325.66,4,0.557937,0.62565,0.000237,2,0,0.721219,18500,0.369029,0.000928,0.021464,0.021464
Brevibacillus_laterosporus,Brevibacillus,,0,373,557.72,4,0.630583,0.718587,0.000698,3,0,0.733907,50917,0.663435,0.001407,0.038718,0.038718
Candidatus_Rhodoluna,Candidatus,,0,159,218.88,4,0.532268,0.583934,0.000357,2,0,0.704323,8847,0.253323,0.000721,0.014727,0.014727
Melioribacter_roseus,Melioribacter,,0,84,113.48,4,0.492608,0.529212,0.000497,2,0,0.599254,2089,0.105211,0.000524,0.006087,0.006087
Thioalkalimicrobium_aerophilum,Thioalkalimicrobium,,0,11,14.88,5,0.377949,0.3991,0.001953,1,0,0.436364,24,0.002367,0.000398,0.000116,0.000116
Desulfotomaculum_reducens,Desulfotomaculum,,0,31,42.6,4,0.440741,0.468287,0.000309,1,0,0.544086,253,0.010528,0.000406,0.000553,0.000553
Fusobacterium_nucleatum,Fusobacterium,,0.81,9,11.92,4,0.360919,0.376451,0.000076,1,0,0.361111,13,0.00097,0.000292,0.000039,0.000039
Campylobacter_helveticus,Campylobacter,,1,10,13.76,4,0.420707,0.441877,0.000025,0,0,0.4,18,0.004086,0.000269,0.000223,0.000223
Lactobacillus_delbrueckii,Lactobacillus,,0.01,19,26.44,4,0.420071,0.444978,0.000167,0,0,0.444444,76,0.010356,0.000398,0.000578,0.000578
Cutibacterium_acnes,Cutibacterium,,0.02,8,10.42,5,0.414222,0.435914,0.000002,0,0,0.857143,24,0.007609,0.000221,0.000437,0.000437
Staphylococcus_capitis,Staphylococcus,,0.01,198,276.04,4,0.543734,0.606242,0.000863,3,0,0.756909,14762,0.319453,0.000892,0.0186,0.0186
Mesoplasma_florum,Mesoplasma,,0,24,32.38,4,0.446649,0.470088,0.000789,0,0,0.333333,92,0.012931,0.000436,0.000724,0.000724
Nonlabens_dokdonensis,Nonlabens,,0,270,383.2,4,0.57727,0.652861,0.000336,3,0,0.72532,26340,0.460969,0.001065,0.026859,0.026859
Corynebacterium_crudilactis,Corynebacterium,,0,140,189.279999,4,0.525884,0.572729,0.000792,2,0,0.631346,6143,0.213589,0.000682,0.012411,0.012411
Treponema_denticola,Treponema,,0,107,148.3,4,0.510104,0.54992,0.000434,3,0,0.806207,4572,0.184139,0.000572,0.010748,0.010748
Spiroplasma_sabaudiense,Spiroplasma,,0,134,183.239999,4,0.520951,0.567427,0.00038,0,0,0.627539,5592,0.202366,0.000669,0.011759,0.011759
Halomonas_hydrothermalis,Halomonas,,0,163,230.4,4,0.530911,0.585034,0.000431,2,0,0.691131,9125,0.248656,0.000756,0.014442,0.014442
Lactococcus_lactis,Lactococcus,,0,298,428.919999,4,0.591199,0.670868,0.000371,3,0,0.765575,33879,0.532363,0.001155,0.031044,0.031044
Staphylococcus_haemolyticus,Staphylococcus,,0.01,325,478.759999,4,0.607143,0.689076,0.00036,3,0,0.762089,40124,0.578239,0.001239,0.033735,0.033735
Vibrio_casei,Vibrio,,0,24,33.04,4,0.446888,0.470888,0.000494,1,0,0.655797,181,0.013944,0.000415,0.000774,0.000774
Bacteroides_dorei,Bacteroides,,0.01,318,457.600001,4,0.602314,0.684174,0.000474,3,0,0.741305,37364,0.564228,0.00122,0.03292,0.03292
Erysipelothrix_larvae,Erysipelothrix,,0,291,417.479999,4,0.59078,0.667867,0.000376,3,0,0.78725,33218,0.536362,0.001126,0.031314,0.031314
