Id,Label,timeset,value,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality,pageranks,Authority,Hub
Listeria_seeligeri,Listeria,,0,282,402.02,4,0.583333,0.660664,0.000255,3,0,0.793014,31420,0.52166,0.001087,0.030462,0.030462
Solitalea_canadensis,Solitalea,,0,257,370.88,4,0.573691,0.645958,0.000497,3,0,0.810281,26655,0.460434,0.001034,0.02688,0.02688
Campylobacter_ureolyticus,Campylobacter,,1,308,435.58,4,0.596278,0.677271,0.002204,0,0,0.727104,34376,0.547497,0.001223,0.031922,0.031922
Cellulophaga_algicola,Cellulophaga,,0,287,421.539999,4,0.587862,0.664866,0.000197,3,0,0.818986,33612,0.527964,0.001107,0.030839,0.030839
Muricauda_lutaonensis,Muricauda,,0,228,320.26,4,0.562458,0.628451,0.000621,3,0,0.759023,19642,0.393859,0.000947,0.022961,0.022961
Bacteroidetes_bacterium,Bacteroidetes,,0,360,527.039999,4,0.623037,0.710184,0.000388,3,0,0.766574,49536,0.661886,0.001341,0.038637,0.038637
Pseudoalteromonas_phenolica,Pseudoalteromonas,,0,166,237.32,4,0.537419,0.589836,0.000444,3,0,0.821249,11247,0.293053,0.000798,0.017104,0.017104
Streptococcus_constellatus,Streptococcus,,8.34,12,16.9,4,0.419436,0.442077,0,1,0,0.969697,64,0.007675,0.000246,0.000428,0.000428
Acinetobacter_johnsonii,Acinetobacter,,0,115,155.760001,4,0.511043,0.553521,0.000057,3,0,0.83585,5479,0.199492,0.000564,0.011638,0.011638
Candidatus_Azobacteroides,Candidatus,,0,36,49.46,4,0.47142,0.494498,0.000576,0,0,0.442857,279,0.02509,0.000508,0.001422,0.001422
Desulfurobacterium_thermolithotrophum,Desulfurobacterium,,0,59,80.28,4,0.484021,0.513005,0.000304,0,0,0.623027,1066,0.066491,0.000438,0.003838,0.003838
Virgibacillus_necropolis,Virgibacillus,,0,157,219.96,4,0.534317,0.584334,0.000184,0,0,0.80165,9817,0.259547,0.000708,0.015115,0.015115
Tatumella_citrea,Tatumella,,0,73,99.02,4,0.489137,0.522209,0.00008,0,0,0.828387,2177,0.115359,0.000435,0.00671,0.00671
Achromobacter_xylosoxidans,Achromobacter,,0.02,2,2.6,5,0.279624,0.288535,0.000003,1,0,0,0,0.000062,0.000257,0,0
Lactobacillus_amylovorus,Lactobacillus,,0.01,64,89.34,4,0.486281,0.516407,0.000296,3,0,0.52877,1066,0.073782,0.000528,0.00427,0.00427
Xanthomonas_campestris,Xanthomonas,,0,31,41.9,4,0.477364,0.496999,0.000167,3,0,0.666667,310,0.041118,0.000343,0.002387,0.002387
Sulfurospirillum_barnesii,Sulfurospirillum,,0,21,29.26,4,0.449784,0.471889,0.00006,3,0,0.590476,124,0.014698,0.000343,0.000836,0.000836
Campylobacter_hyointestinalis,Campylobacter,,1,35,48.5,4,0.478461,0.4991,0.000361,0,0,0.416807,248,0.023524,0.000448,0.001333,0.001333
Algibacter_alginicilyticus,Algibacter,,0,100,139.52,4,0.507308,0.545018,0.001309,3,0,0.544242,2694,0.137189,0.000706,0.007961,0.007961
Streptomyces_collinus,Streptomyces,,0,126,170.459999,4,0.519651,0.563225,0.000048,0,0,0.750476,5910,0.209782,0.00059,0.012208,0.012208
Pseudarthrobacter_phenanthrenivorans,Pseudarthrobacter,,0,233,325.74,4,0.557937,0.628451,0.000163,2,0,0.80202,21677,0.415808,0.000934,0.024262,0.024262
Methylococcus_capsulatus,Methylococcus,,0,153,211.2,4,0.529225,0.579832,0.000346,2,0,0.634417,7377,0.219955,0.000711,0.012756,0.012756
Endosymbiont_.TC1.,Endosymbiont,,0,57,78.18,4,0.490577,0.516607,0.000147,3,0,0.64787,1034,0.076688,0.000455,0.004453,0.004453
Erysipelotrichaceae_bacterium,Erysipelotrichaceae,,0,284,401.300001,4,0.581704,0.660764,0.001237,2,0,0.76666,30809,0.507927,0.001121,0.029631,0.029631
Dehalobacterium_formicoaceticum,Dehalobacterium,,0,153,211.56,4,0.529561,0.580432,0.000917,2,0,0.768662,8938,0.266987,0.000728,0.015576,0.015576
Thermodesulfobacterium_geofontis,Thermodesulfobacterium,,0,23,30.64,4,0.454694,0.476591,0.000141,3,0,0.462451,117,0.019204,0.00036,0.001101,0.001101
Candidatus_Uzinura,Candidatus,,0,8,10.66,5,0.39311,0.415346,0.000008,2,0,0.571429,16,0.00334,0.000227,0.000184,0.000184
Acholeplasma_brassicae,Acholeplasma,,0.01,4,5.46,5,0.325391,0.334314,0.000019,0,0,0.5,3,0.00019,0.000333,0.000004,0.000004
Candidatus_Saccharibacteria,Candidatus,,0,6,8.84,5,0.31806,0.328331,0.000095,0,0,0.333333,5,0.000209,0.000487,0.000003,0.000003
Deferribacter_desulfuricans,Deferribacter,,0,9,13.12,5,0.354468,0.371088,0.000153,0,0,0.555556,20,0.001042,0.000454,0.000046,0.000046
Candidatus_Pantoea,Candidatus,,0,48,63.239999,4,0.479287,0.505502,0.000027,3,0,0.829787,936,0.08435,0.000342,0.004919,0.004919
Thermoanaerobacterium_thermosaccharolyticum,Thermoanaerobacterium,,0,116,161.72,4,0.511985,0.554422,0.000301,0,0,0.713793,4761,0.17287,0.0006,0.01004,0.01004
Leadbetterella_byssophila,Leadbetterella,,0,105,144.04,4,0.510417,0.54902,0.000128,3,0,0.744322,4064,0.167038,0.000541,0.009725,0.009725
Rhodobacter_capsulatus,Rhodobacter,,0,53,72.54,4,0.489712,0.514506,0.000039,0,0,0.58418,805,0.065997,0.000368,0.003817,0.003817
Thermoanaerobacterium_xylanolyticum,Thermoanaerobacterium,,0,77,104.68,4,0.4994,0.530812,0.000108,3,0,0.730349,2137,0.115216,0.000463,0.006716,0.006716
Candidatus_Atelocyanobacterium,Candidatus,,0,28,37.6,4,0.468768,0.489596,0.000146,3,0,0.592593,224,0.030797,0.000326,0.00178,0.00178
Pseudopropionibacterium_propionicum,Pseudopropionibacterium,,0,139,188.780001,4,0.5203,0.568928,0.000177,3,0,0.735273,7052,0.236072,0.000651,0.013761,0.013761
Candidatus_Baumannia,Candidatus,,0,103,140.9,4,0.503932,0.544318,0.00009,3,0,0.778793,4091,0.168513,0.000532,0.009833,0.009833
Desulfotomaculum_ferrireducens,Desulfotomaculum,,0,39,51.76,5,0.480392,0.502641,0.002627,2,0,0.603239,447,0.051224,0.000468,0.00297,0.00297
Zunongwangia_profunda,Zunongwangia,,0,115,158.3,4,0.507308,0.55112,0.000071,3,0,0.792067,5192,0.187207,0.000567,0.01091,0.01091
Lactobacillus_koreensis,Lactobacillus,,0.01,90,122.82,4,0.508858,0.542017,0.000172,0,0,0.689638,2762,0.128189,0.000499,0.007434,0.007434
Lactobacillus_rhamnosus,Lactobacillus,,0.01,11,15.14,5,0.440741,0.460824,0,3,0,0.854545,47,0.014681,0.000218,0.000854,0.000854
Croceibacter_atlanticus,Croceibacter,,0,161,225.36,4,0.530236,0.583733,0.000127,3,0,0.824379,10618,0.279948,0.000714,0.016327,0.016327
Modestobacter_marinus,Modestobacter,,0,80,109.98,4,0.493483,0.528311,0.000014,2,0,0.853797,2698,0.135273,0.000441,0.007895,0.007895
Lactobacillus_crustorum,Lactobacillus,,0.01,83,113.76,4,0.497017,0.531513,0.000385,3,0,0.607111,2066,0.118397,0.000567,0.006886,0.006886
Bifidobacterium_angulatum,Bifidobacterium,,0,23,33.1,4,0.456188,0.477591,0.000029,3,0,0.616601,156,0.018256,0.000313,0.001044,0.001044
Mariprofundus_aestuarium,Mariprofundus,,0,59,79.84,4,0.477638,0.509004,0.000152,2,0,0.819988,1403,0.099826,0.000402,0.005829,0.005829
Brachyspira_hyodysenteriae,Brachyspira,,0,46,65.02,4,0.47709,0.502801,0.000042,0,0,0.719807,745,0.052861,0.00036,0.003046,0.003046
Lactobacillus_jensenii,Lactobacillus,,0.01,67,90.32,4,0.492317,0.521909,0.000325,3,0,0.57033,1261,0.089776,0.000528,0.005211,0.005211
Sulfurihydrogenibium_azorense,Sulfurihydrogenibium,,0,29,39.22,4,0.464584,0.486595,0.000047,0,0,0.559113,227,0.025971,0.000302,0.001488,0.001488
Bacillus_flexus,Bacillus,,0,46,61.84,4,0.473565,0.5004,0.000149,3,0,0.863768,894,0.074117,0.000365,0.004323,0.004323
Pseudomonas_aeruginosa,Pseudomonas,,0,5,6.82,5,0.347083,0.358884,0.000022,1,0,0.6,6,0.000648,0.000287,0.000028,0.000028
Planococcus_faecalis,Planococcus,,0,97,131.28,4,0.4994,0.538916,0.000072,2,0,0.830756,3868,0.16303,0.000514,0.009492,0.009492
Coriobacteriaceae_bacterium,Coriobacteriaceae,,0,28,37.76,5,0.448815,0.47443,0.000018,2,0,0.740741,280,0.030683,0.000288,0.001764,0.001764
Entomoplasma_melaleucae,Entomoplasma,,0,5,6.38,5,0.341254,0.351781,0.000049,1,0,0.2,2,0.000327,0.000284,0.00001,0.00001
Staphylococcus_nepalensis,Staphylococcus,,0.01,19,26.16,4,0.435897,0.459084,0.001512,0,0,0.479532,82,0.010932,0.000423,0.000612,0.000612
Brachyspira_murdochii,Brachyspira,,0,19,25.72,4,0.436812,0.459784,0.000049,2,0,0.520468,89,0.010037,0.000321,0.000562,0.000562
Kangiella_koreensis,Kangiella,,0,68,92.98,5,0.482619,0.516347,0.000007,2,0,0.916594,2088,0.123075,0.0004,0.00719,0.00719
Torque_teno,Torque,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buchnera_aphidicola,Buchnera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylophaga_nitratireducenticrescens,Methylophaga,,0,55,74.94,4,0.483459,0.511405,0.000007,2,0,0.832997,1237,0.09402,0.000359,0.005482,0.005482
Candidatus_Saccharimonas,Candidatus,,0,2,2.86,5,0.328211,0.335054,0.000072,0,0,0,0,0.00018,0.00026,0.000007,0.000007
Staphylococcus_succinus,Staphylococcus,,0.01,9,12.82,5,0.354921,0.371789,0.000115,0,0,0.527778,19,0.001085,0.000399,0.000048,0.000048
Staphylococcus_aureus,Staphylococcus,,0.01,2,2.7,5,0.318669,0.328391,0.000403,0,0,0,0,0.00017,0.000391,0.000007,0.000007
Mycoplasma_genitalium,Mycoplasma,,0,2,2.96,5,0.265795,0.272349,0.000006,0,0,0,0,0.000053,0.000461,0,0
Caulobacteraceae_bacterium,Caulobacteraceae,,0,47,63.04,5,0.478736,0.504842,0.001074,2,0,0.574468,621,0.061969,0.000421,0.003593,0.003593
Pseudodesulfovibrio_indicus,Pseudodesulfovibrio,,0,46,61.04,5,0.478461,0.504242,0.001056,2,0,0.575845,596,0.060842,0.000418,0.003528,0.003528
Beggiatoa_leptomitoformis,Beggiatoa,,0,30,40.76,4,0.460475,0.483994,0.000012,0,0,0.772414,336,0.034454,0.000293,0.001984,0.001984
Candidatus_Hepatoplasma,Candidatus,,0,6,8.38,5,0.403,0.42411,0.000002,3,0,0.733333,11,0.004335,0.000227,0.000247,0.000247
Desulfurella_acetivorans,Desulfurella,,0,30,41.38,4,0.462264,0.485094,0.00012,3,0,0.6,261,0.030842,0.000386,0.001778,0.001778
Lactobacillus_gasseri,Lactobacillus,,0.01,28,39.54,4,0.448815,0.473489,0.000111,3,0,0.502646,190,0.017286,0.00039,0.000976,0.000976
Staphylococcus_pasteuri,Staphylococcus,,0.01,11,14.72,4,0.41075,0.432573,0.000074,0,0,0.4,22,0.003947,0.000343,0.000214,0.000214
Coxiella_endosymbiont,Coxiella,,0,9,11.8,5,0.378292,0.398399,0.000032,3,0,0.333333,12,0.002528,0.000297,0.000135,0.000135
Spiribacter_curvatus,Spiribacter,,0,7,9.54,5,0.4222,0.443117,0.000137,0,0,0.714286,15,0.005453,0.000253,0.000311,0.000311
Candidatus_Solibacter,Candidatus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Tachikawaea,Candidatus,,0,10,14.14,5,0.381585,0.402801,0.00003,3,0,0.488889,22,0.002685,0.000291,0.000141,0.000141
Thermodesulfobacterium_commune,Thermodesulfobacterium,,0,4,5.64,5,0.329379,0.339136,0.00001,2,0,0.166667,1,0.000481,0.00024,0.000022,0.000022
Sphingobium_cloacae,Sphingobium,,0,18,24.86,4,0.442379,0.464986,0.000368,2,0,0.803922,123,0.023277,0.000289,0.00135,0.00135
Staphylococcus_argenteus,Staphylococcus,,0.01,3,4.12,4,0.353715,0.366246,0.001998,0,0,0,0,0.000725,0.0004,0.000038,0.000038
Allofrancisella_guangzhouensis,Allofrancisella,,0,10,13.62,4,0.402805,0.42457,0.000014,0,0,0.488889,22,0.003836,0.000273,0.000209,0.000209
Acetohalobium_arabaticum,Acetohalobium,,0,6,8.06,5,0.392554,0.413005,0.000031,3,0,0.2,3,0.002156,0.000254,0.000118,0.000118
Altererythrobacter_atlanticus,Altererythrobacter,,0,2,2.6,5,0.351774,0.364086,0,0,0,1,1,0.000752,0.000193,0.000041,0.000041
Ralstonia_pickettii,Ralstonia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
