Species;MPIAM10.1_S.BCPHC;MPIAM11.1_N.BCPHC;MPIAM11.1_T.BCPHC;MPIAM1.1_S.BCPHC;MPIAM1.2_S.BCPHC;MPIAM1.3_N.BCPHC;MPIAM1.3_S.BCPHC;MPIAM1.4_S.BCPHC;MPIAM1.5_S.BCPHC;MPIAM2.1_S.BCPHC;MPIAM2.2_N.BCPHC;MPIAM2.2_T.BCPHC;MPIAM3.1_S.BCPHC;MPIAM4.1_S.BCPHC;MPIAM4.2_S.BCPHC;MPIAM4.3_S.BCPHC;MPIAM5.1_S.BCPHC;MPIAM5.2_S.BCPHC;MPIAM5.3_S.BCPHC;MPIAM5.5_S.BCPHC;MPIAM5.6_N.BCPHC;MPIAM5.6_S.BCPHC;MPIAM6.1_S.BCPHC;MPIAM6.2_N.BCPHC;MPIAM6.2_S.BCPHC;MPIAM6.5_N.BCPHC;MPIAM7.1_N.BCPHC;MPIAM7.1_S.BCPHC;MPIAM7.2_N.BCPHC;MPIAM7.2_S.BCPHC;MPIAM7.3_S.BCPHC;MPIAM7.4_S.BCPHC;MPIAM7.5_S.BCPHC;MPIAM7.6_S.BCPHC;MPIAM7.7_S.BCPHC;MPIAM8.1_N.BCPHC;MPIAM8.1_S.BCPHC;MPIAM8.2_N.BCPHC;MPIAM8.2_T.BCPHC;MPIAM9.1_N.BCPHC;MPIAM9.1_S.BCPHC;MPIAM9.1_T.BCPHC;MPIAM9.2_N.BCPHC;MPIAM9.2_T.BCPHC;MPIAW10.1_N.BCPHC;MPIAW10.1_S.BCPHC;MPIAW10.2_N.BCPHC;MPIAW10.2_S.BCPHC;MPIAW11.1_N.BCPHC;MPIAW11.1_T.BCPHC;MPIAW1.2_N.BCPHC;MPIAW1.2_T.BCPHC;MPIAW2.1_S.BCPHC;MPIAW3.1_S.BCPHC;MPIAW4.1_S.BCPHC;MPIAW5.1_N.BCPHC;MPIAW5.1_T.BCPHC;MPIAW5.2_N.BCPHC;MPIAW5.2_T.BCPHC;MPIAW6.1_N.BCPHC;MPIAW6.1_T.BCPHC;MPIAW7.1_N.BCPHC;MPIAW7.1_T.BCPHC;MPIAW8.1_N.BCPHC;MPIAW8.1_S.BCPHC;MPIAW9.1_N.BCPHC;MPIAW9.1_T.BCPHC;MPIAW9.2_N.BCPHC;MPIAW9.2_S.BCPHC;MPIBM1.2_S.BCPHC;MPIBM1.3_S.BCPHC;MPIBM1.4_S.BCPHC;MPIBM1.5_N.BCPHC;MPIBM1.5_S.BCPHC;MPIBM2.1_N.BCPHC;MPIBM2.1_T.BCPHC;MPIBM3.1_N.BCPHC;MPIBM3.1_T.BCPHC;MPIBM4.1_N.BCPHC;MPIBM4.1_S.BCPHC;MPIBM4.1_T.BCPHC;MPIBM5.1_N.BCPHC;MPIBM5.1_S.BCPHC;MPIBM6.1_N.BCPHC;MPIBM6.1_S.BCPHC;MPIBM6.2_N.BCPHC;MPIBM6.2_S.BCPHC;MPIBW1.1_S.BCPHC;MPIBW1.2_S.BCPHC;MPIBW3.1_N.BCPHC;MPIBW3.1_T.BCPHC;MPICM1.1_S.BCPHC;MPICM2.1_S.BCPHC;MPICM4.1_S.BCPHC;MPICM4.2_N.BCPHC;MPICM4.2_T.BCPHC;MPICM5.1_N.BCPHC;MPICM5.1_S.BCPHC;MPICM6.1_S.BCPHC;MPICW1.1_S.BCPHC;MPICW1.2_N.BCPHC;MPICW1.2_S.BCPHC;MPICW2.1_S.BCPHC;MPICW2.2_S.BCPHC;MPICW2.3_S.BCPHC;MPICW3.1_S.BCPHC;MPICW4.1_S.BCPHC;MPICW4.2_N.BCPHC;MPICW4.2_S.BCPHC;MPICW4.3_N.BCPHC;MPICW4.3_S.BCPHC;MPICW5.1_S.BCPHC;MPICW6.1_S.BCPHC;MPICW7.1_N.BCPHC;MPICW7.1_S.BCPHC;MPICW8.1_T.BCPHC;MPSAM1.1_S.BCPHC;MPSAM1.2_S.BCPHC;MPSAM1.3_S.BCPHC;MPSAM1.4_S.BCPHC;MPSAM1.5_S.BCPHC;MPSAM1.6_S.BCPHC;MPSAM1.7_N.BCPHC;MPSAM3.1_N.BCPHC;MPSAM3.1_T.BCPHC;MPSAM4.1_N.BCPHC;MPSAM4.1_T.BCPHC;MPSAM4.2_N.BCPHC;MPSAM4.2_T.BCPHC;MPSAM5.1_S.BCPHC;MPSAM5.2_N.BCPHC;MPSAM5.2_S.BCPHC;MPSAM5.2_T.BCPHC;MPSAM6.1_N.BCPHC;MPSAM6.1_T.BCPHC;MPSAM6.2_T.BCPHC;MPSAM7_T.BCPHC;MPSAW1.1_S.BCPHC;MPSAW1.2_S.BCPHC;MPSAW1.3_S.BCPHC;MPSAW1.4_S.BCPHC;MPSAW1.5_N.BCPHC;MPSAW1.5_T.BCPHC;MPSAW2.1_S.BCPHC;MPSAW2.2_S.BCPHC;MPSAW2.3_S.BCPHC;MPSAW2.4_S.BCPHC;MPSAW2.5_S.BCPHC;MPSAW2.6_S.BCPHC;MPSAW2.7_S.BCPHC;MPSAW2.8_N.BCPHC;MPSAW3.1_N.BCPHC;MPSAW3.1_T.BCPHC;MPSAW4.1_N.BCPHC;MPSAW4.1_T.BCPHC;MPSAW5.1_N.BCPHC;MPSAW5.1_T.BCPHC;MPSAW5.2_N.BCPHC;MPSAW5.2_T.BCPHC;MPSAW6.1_N.BCPHC;MPSAW6.1_S.BCPHC;MPSBM2.1_S.BCPHC;MPSBM3.2_N.BCPHC;MPSBM3.2_T.BCPHC;MPSBM4.1_N.BCPHC;MPSBM4.1_S.BCPHC;MPSBM4.2_S.BCPHC;MPSBW1.1_S.BCPHC;MPSBW1.2_S.BCPHC;MPSBW1.3_S.BCPHC;MPSBW1.4_S.BCPHC;MPSBW1.5_N.BCPHC;MPSBW1.5_T.BCPHC;MPSBW2.1_S.BCPHC;MPSBW2.2_N.BCPHC;MPSBW2.2_S.BCPHC;MPSCM2.1_S.BCPHC;MPSCM3.1_N.BCPHC;MPSCM3.1_S.BCPHC;MPSCM3.1_T.BCPHC;MPSCW1.1_S.BCPHC;MPSCW1.3_S.BCPHC;MPSCW1.4_N.BCPHC;MPSCW1.4_S.BCPHC;MPSCW2.1_S.BCPHC
Cyanobium gracile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0066;0;0;0;0;0;0;0;0.0757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00536;0;0.06945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07504;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyanophage P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyanophage S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyclobacterium amurskyense;0;0;0;0;0;0;0;0.0652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.273;0;0.0284;0;0;0;0;0.1623;0;0;0;0;0.1837;0;0;0;0;0.0662;0;0;0;0;0;0;0;0;0;0;0.2129;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.19617;0;0;0;0;0;0;0;0;0;0;0.00182;0;0;0;0;0.03718;0;0;0;0;0;0;0;0.06919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07027;0;0.07623;0.01116;0.02115;0;0.00492;0;0;0;0;0;0;0;0;0;0;0;0.04417;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02095;0;0;0;0;0;0;0;0;0.00064
Cyclobacterium marinum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.058;0.5456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2107;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03226;0.00288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0.02093;0;0;0;0;0;0;0.01202;0;0;0;0;0;0
Cycloclasticus zancles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0223;0;0;0;0;0;0;0;0;0.138;0.866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5017;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.11559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08763;0;0;0;0;0;0;0;0;0;0;0;0;0.03268;0;0;0;0.04404;0;0;0;0;0;0;0;0;0;0.04984;0.08054;0.01545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09598;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02863;0;0;0;0;0;0
Cystobacter fuscus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02031;0;0;0;0;;0;0;0;0;0;0;0;0;0.00289;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cytobacillus kochii;0;0;0;0;0.0017;0;0;0.4408;0.1017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0422;0.111;0;0;0;0;0;0;0;0;0;0.0651;0.0688;0;0;0;0.1023;0;0;0;0;0;0.036;0;0;0.0791;0.4966;0;0;0;0;0;0;0;0;0;0.0023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0871;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10049;0.2868;0;0;0;0.00393;0;0;0.09351;0;0;0;0;0.01874;0;0;0;0;0;0;0;0;0;0;0;0;0.01508;0.02858;0.00722;0;0;0;0.00475;0;0;0;0;0;0;0;0;0;0;0.13545;0;0.05504;0;0;0;0.1645;;0;0;0;0;0;0.00614;0.0919;0;0;0;0.06889;0.00052;0;0;0;0;0;0;0;0;0;0;0.00087
Cytophaga hutchinsonii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0039;0;0;0;0;0.0434;0.0571;0;0;0;0;0;0;0;0;0;0;0;0;0.1896;0;0.0131;0;0;0;0;0;0;0;0;0.0813;0.7657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.1022;0;0;0;0;0;0;0;0;0;0;0.00253;0;0;0;0;0;0;0;0;0;0;0;0;0.01602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13924;0;0.05658;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dactylococcopsis salina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dahliae JR2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00273;0;0;0;0;0;0;0;0
dahliae VdLs.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dechloromonas aromatica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0038;0;0;0;0;0.0428;0;0;0;0.2581;0.0566;0;0;0;0;0;0;0;0;0;0.0028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0906;0;0;0;0;0;0;0;0;0;0;2.3299;0.0223;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03053;0.0434;0.00877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deferribacter desulfuricans;0;0;0;0;0.0034;0;0;0;0.0259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1132;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0449;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defluviimonas alba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01374;0.00278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0.02748;0;0;0;0;0;0;0;0;0;0;0;0;0
Defluviitoga tunisiensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1986;0;0;0;0;0;0;0;0;0;0;0.6385;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00872;0;0;0.03459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00192
Dehalobacter restrictus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Dehalobacterium formicoaceticum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00349;0;0;0;0;0;0;0;0;0;0;0;0;0.07223;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dehalococcoides mccartyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dehalogenimonas formicexedens;0;0;0;0;0;0;0;0;0.0277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dehalogenimonas lykanthroporepellens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36601;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deinococcus actinosclerus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Deinococcus deserti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1279;0.4013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.92702;0;0;0;0.00635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.00992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deinococcus ficus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02324;0.00235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15129;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deinococcus geothermalis;0;0;0;0;0;0;0;0;0.0235;0;0;0;0;0;0.0064;0.0036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09281;0;0;0;0;0.04355;0;0;0.05757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01753;0.00599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.62926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deinococcus gobiensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.39353;0.13513;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deinococcus irradiatisoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08218;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08053;0;0
