Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF12s1
Oligotropha carboxidovorans;0;0;0;0.0002;0.0004;0.0003;0;0;0;0;0.0006;0;0;0;0.0013;0;0;0.0001;0;0;0;0;0;0;0;0.0002;0.0003;0.0002;0;0.0001;0;0;0;0.0002;0.0007;0;0;0.0005;0.0004;0;0;0;0;0;0;0;0.0021;0.003;0.0008;0.0004;0.0005;0.0003;0.0001;0;0;0.0005;0.0001;0.0001;0.0006;0;0;0;0.0069;0.0004;0;0;0.0002;0;0;0;0.0055;0;0.002;0.003;0.0002;0;0;0;0;0.0014;0;0;0;0.0001;0;0.0001;0.0008;0;0;0;0;0.0009
Oleispira antarctica;0;0.0002;0;0;0;0.0004;0;0.0006;0;0;0.0018;0;0;0;0.0006;0;0.0001;0.0014;0.0006;0.0048;0.0004;0.0021;0;0;0;0.0004;0;0.0002;0;0;0;0.0001;0.0003;0.0003;0.001;0;0;0.0002;0;0.0005;0.0028;0;0;0.0079;0;0.0001;0.0036;0.0007;0;0.0003;0.002;0.0011;0.0001;0;0;0.0004;0;0.0036;0;0.0001;0.0017;0.0001;0.0449;0;0.0044;0;0.0001;0.0121;0;0;0.0021;0;0.0048;0.0076;0;0;0.0005;0;0;0.0002;0;0;0;0.0006;0;0.0003;0;0;0.0001;0;0;0.0013
Oleiphilus messinensis;0;0;0;0.0001;0;0.0001;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0.0003;0;0;0;0;0;0;0;0;0.0383;0;0;0;0.0002;0;0.0006;0.0003;0.0015;0;0;0;0;0;0.0001;0.0002;0;0.0002;0;0.0013;0;0;0.0004;0;0.0019;0;0;0;0;0;0;0;0;0;0;0;0.0006;0;0.0002;0;0;0;0;0;0;0.0001;0;0;0
Oenococcus oeni;0;0;0;0.0008;0.0008;0.0016;0;0.0008;0;0;0.0027;0.0006;0;0;0.0012;0;0;0;0;0;0;0.0002;0;0.0001;0.0002;0.0018;0.0006;0.0007;0;0;0;0.0002;0.0308;0.0014;0.0021;0;0;0.0005;0.0157;0;0.0557;0;0.0544;0.098;0;0.0003;0.0038;0.004;0.0035;0.0123;0.0038;0.0049;0.0024;0.0001;0;0.0015;0;0.0054;0.0006;0.0002;0.0178;0;0.0193;0;0;0;0.0004;0.0266;0;0;0.0045;0;0.0034;0;0;0;0.0004;0;0;0.0008;0.0029;0;0;0;0;0.0015;0;0;0;0.0001;0;0.0063
Octadecabacter temperatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0.0001;0;0;0;0.0008;0;0;0;0.0004;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0.0001;0.0052;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0;0;0;0.0027;0;0;0;0;0;0.0027;0;0;0;0;0.0035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Octadecabacter arcticus;0;0;0;0.0001;0;0;0;0.0001;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0.0001;0;0;0;0.0001;0;0.0001;0.0001;0;0;0;0.0033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0
Octadecabacter antarcticus;0;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0;0;0;0;0.0003;0;0.0002;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0.0011;0.0003;0.0001;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002
Ochrobactrum sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0.0007;0;0;0.0003;0.0005;0;0;0;0;0;0;0;0;0;0.0005;0.0011;0;0.0012;0.0001;0;0;0;0;0.0007;0.0002;0;0;0;0.0033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum pseudogrignonense;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0.0002;0;0;0;0;0;0;0.0006;0;0.0002;0.0003;0.0006;0.0004;0;0;0;0;0;0;0.0003;0;0.0004;0;0;0;0;0;0.0005;0.0075;0;0;0;0;0.0004;0;0;0.0002;0.0006;0;0.0002;0.0008;0;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum anthropi;0;0.0001;0;0;0;0;0;0;0;0;0.0011;0.0003;0;0;0.0012;0;0;0;0;0;0;0.0002;0;0.0001;0;0.0006;0;0.0005;0;0;0;0;0.0004;0;0.0048;0;0;0;0;0.0003;0;0;0.0011;0;0;0;0.0027;0.0005;0.0004;0;0.0004;0.0011;0.0001;0;0;0.0003;0;0.0003;0.0009;0;0;0;0.0119;0.0047;0.0011;0.0029;0;0;0.0154;0;0.0012;0.0028;0.0021;0.0116;0;0.0003;0.0003;0;0;0;0.0001;0;0;0.0001;0;0.0009;0;0;0.0001;0;0.0003;0.0004
Oceanobacillus iheyensis;0;0;0;0.0004;0.0006;0.0025;0;0.0002;0;0;0.0024;0.0002;0;0;0.0041;0;0;0.0008;0;0.0053;0.002;0.0002;0;0.0001;0;0.002;0.0011;0.0001;0;0.0013;0;0;0.0007;0.0027;0.0069;0.0001;0.0018;0.0074;0.0054;0.0018;0.0853;0;0.0534;0.1538;0;0.0008;0.008;0.005;0.001;0.0072;0.0051;0.0046;0.0022;0;0.0013;0.003;0.0003;0.0012;0.0063;0.0006;0.0075;0.0001;0.0757;0.0129;0.0009;0;0.0018;0.0359;0;0.0001;0.0092;0;0.0099;0.0092;0.0012;0.0005;0.0022;0.0001;0.0002;0.0056;0;0.0001;0;0.0003;0.0004;0.0004;0.0005;0.0001;0;0.0002;0.0005;0.0043
Oceanithermus profundus;0;0;0;0;0.0003;0.0002;0.0253;0;0;0;0.0003;0.0001;0;0;0.0156;0;0;0;0;0.0004;0;0.0003;0;0.0004;0;0.0042;0;0.0009;0;0;0;0;0;0.0002;0.0024;0;0;0;0;0.0007;0.0054;0;0.0224;0;0;0;0.0117;0.0045;0.0013;0.0048;0.0013;0.0007;0.0003;0;0.001;0.0002;0;0.0008;0.0002;0.0002;0.0007;0;0.0112;0.0003;0;0;0;0.0051;0;0;0.013;0;0.0131;0;0;0;0;0;0;0;0;0;0;0.0001;0;0.0004;0.0008;0;0;0.0004;0;0.0015
Oceanisphaera sp;0;0;0;0.0001;0.001;0.0002;0;0.0009;0;0;0.0008;0.0001;0;0;0.0017;0;0;0.0005;0;0.0007;0;0.0001;0;0;0;0;0;0.0004;0;0.0001;0;0;0;0.0001;0.0013;0;0.0008;0.0003;0.001;0.0008;0;0;0;0.024;0;0;0.0097;0.0011;0.0002;0.0043;0.0002;0.0015;0.0002;0;0;0.0004;0;0.0001;0.0002;0.0006;0.001;0;0;0.0002;0;0;0;0.0102;0;0;0.0008;0;0.0031;0;0;0;0;0;0.0003;0.0008;0;0;0;0.0002;0;0;0;0;0;0;0.0004;0.0015
Oceanisphaera profunda;0;0;0;0.0002;0.0008;0.0003;0.0166;0.0012;0;0;0.0009;0.0007;0;0;0;0.0003;0;0.0007;0;0.0009;0;0.0004;0;0;0;0;0;0.0001;0;0;0.0003;0;0.0004;0.0004;0.0005;0;0.0006;0.0025;0.0056;0.0002;0.0141;0;0.012;0;0.0839;0.0002;0.0026;0.0032;0.0004;0.0016;0.003;0.0031;0.0005;0;0.0013;0.0005;0;0.0005;0.0003;0;0.0026;0;0.0024;0.0002;0;0.0087;0.0008;0.0034;0.0455;0;0.001;0;0.0047;0.0032;0;0.0003;0.0016;0.0001;0.0005;0.0019;0;0.0003;0;0.0002;0;0;0;0;0;0;0;0.0006
Oceanimonas sp;0;0;0;0.0004;0.003;0.001;0;0.0002;0;0;0.0007;0.0003;0;0;0.001;0;0;0.0001;0;0.0003;0.001;0;0;0.0001;0;0.0005;0;0.0001;0;0;0;0;0;0;0.0003;0;0;0;0;0.0002;0;0;0;0;0;0.0009;0.0019;0.0005;0.0005;0.0012;0;0.0004;0.0003;0.0004;0;0.0026;0;0.0007;0.0003;0;0.0039;0;0.0147;0;0;0;0;0;0;0;0;0;0;0.0032;0;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0.0016
Oceanicoccus sagamiensis;0;0;0;0;0;0;0;0.0008;0;0;0.0004;0;0;0;0.0009;0;0;0.0002;0;0.0014;0;0.0001;0;0.0001;0;0;0;0.0001;0;0;0;0;0;0.0003;0.0004;0;0;0;0.0016;0;0.0138;0;0.0014;0.0078;0;0.0001;0.001;0.0002;0.0001;0.0012;0.0006;0.0002;0.0001;0;0.0005;0.0001;0.0001;0.0005;0.0001;0.0001;0.0003;0;0.0096;0;0;0;0;0.0066;0;0;0.0013;0;0.0017;0.005;0;0;0.0016;0;0;0.0002;0;0;0;0.0001;0;0;0;0;0;0;0;0.0002
Oblitimonas alkaliphila;0;0;0;0.0005;0;0.0011;0;0;0;0;0;0.0004;0;0;0.0006;0;0;0.0001;0;0.0004;0.0007;0.0004;0;0.0001;0.0002;0;0;0.0014;0;0;0;0;0;0;0;0;0;0;0.0039;0;0.0447;0;0;0.014;0;0;0.0005;0.0003;0.0002;0.0006;0.0005;0.0014;0.0001;0;0;0.0003;0;0;0;0;0;0;0.0103;0;0;0;0;0;0;0;0;0;0.0018;0;0;0;0.0003;0;0;0.0003;0;0;0;0;0.0008;0;0;0;0;0.0001;0.0002;0.0018
Obesumbacterium proteus;0;0;0;0;0.0007;0.001;0;0;0;0;0.0003;0.0001;0;0;0.0001;0;0;0;0;0.0006;0.0004;0.0002;0.0001;0;0;0;0.0004;0;0;0.0002;0;0;0.0003;0;0.0002;0;0;0.0005;0.0011;0;0;0;0.0006;0;0;0;0.0009;0.0005;0;0.0019;0.002;0.0007;0.0002;0;0;0.0016;0.0002;0.0002;0.0001;0.0003;0;0;0;0.0034;0;0;0.0004;0.0012;0;0;0.0007;0;0.0021;0.0022;0;0;0;0.0001;0;0.0017;0;0;0;0;0;0.0001;0;0;0.0001;0;0;0.0007
Novosphingobium sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006;0;0;0;0;0.0001;0;0;0;0;0;0;0.0002;0;0.0002;0.0002;0.0001;0;0.0012;0.0004;0;0.0001;0.0001;0;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0.0057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novosphingobium resinovorum;0;0;0;0;0.0002;0.0004;0;0;0;0;0.0031;0.0002;0;0;0.0007;0;0;0;0;0.0011;0;0;0;0;0;0.0002;0;0.0008;0.0002;0.0001;0.0002;0;0.0003;0.0002;0.0005;0;0;0.0071;0.0037;0.0006;0.0164;0;0.0034;0.0554;0.0146;0;0.0009;0;0.0036;0.0015;0.0002;0.0019;0.0002;0;0.0006;0.0001;0;0.0016;0.0013;0;0.0044;0.0001;0.0273;0;0.0051;0.0015;0.0002;0.0063;0;0;0.0006;0;0.0008;0.0178;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0.0001;0;0;0.0006
Novosphingobium pentaromativorans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011;0;0.0002;0;0;0;0.0006;0;0;0;0.0003;0;0;0;0;0.0002;0.0016;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novosphingobium aromaticivorans;0;0;0;0;0;0.0002;0;0;0;0;0.008;0.0002;0;0;0.0016;0;0;0.0003;0;0;0;0;0;0.0001;0;0.0016;0;0.0001;0;0.0002;0;0;0.0004;0.0001;0.0013;0;0.0013;0.0003;0;0.0029;0;0.0001;0.0027;0.2548;0;0;0.0013;0.0004;0.0023;0.0015;0.0019;0.0014;0.0006;0;0.0006;0;0;0.0002;0.0014;0;0;0;0.0097;0.0002;0;0;0;0.0033;0;0;0;0;0.0025;0;0;0.0003;0.0002;0.0001;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0.0006
Novibacillus thermophilus;0;0;0;0.0001;0;0.0003;0;0.0007;0;0;0.0004;0.0001;0;0;0.0002;0;0;0.0006;0;0;0;0.0001;0;0;0;0;0;0;0;0.0002;0.0008;0.0001;0;0.0003;0.0005;0;0;0.0002;0.0008;0.0013;0.0102;0;0.0018;0;0.4007;0.0001;0.0022;0.0004;0.0003;0.003;0.0003;0.0017;0.0012;0;0;0.0015;0;0.0016;0.0003;0;0.0062;0;0.0331;0.0032;0.0009;0;0;0.0082;0;0;0;0;0.0033;0;0;0;0.0004;0;0;0.0035;0;0;0;0;0;0;0;0;0;0;0.0001;0.0018
Nostocales cyanobacterium;0;0;0.0001;0;0.002;0;0;0.0002;0;0;0;0;0;0;0.0017;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0.0002;0;0;0;0.0004;0;0;0;0;0.0004;0.0001;0.0095;0;0.007;0;0;0.0001;0.0007;0;0.0002;0.0002;0.0001;0.0003;0.0003;0;0;0;0;0.0001;0.0001;0.0001;0.0008;0;0.0208;0;0;0;0.0001;0;0;0;0;0.0001;0.0002;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0
Nostoc sp;0;0;0;0;0;0.0001;0;0;0;0;0.0016;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0.0001;0.0003;0;0;0.0001;0.0002;0;0.0019;0;0;0;0;0;0.0002;0;0.0002;0.0002;0;0.0001;0;0;0.0007;0.0001;0;0.0001;0.0001;0;0.0014;0;0.0027;0.0001;0;0;0;0.0009;0.0028;0;0.0025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0
Nostoc punctiforme;0;0;0;0;0.0001;0.0001;0;0;0;0;0.0004;0;0;0;0.0002;0;0;0.0001;0.0003;0;0;0;0;0;0;0.0001;0;0;0;0.0001;0;0;0.0002;0;0.0001;0;0;0;0;0;0;0;0.0008;0.0085;0;0;0.0007;0.0003;0.0001;0.0007;0.0004;0.0003;0;0;0;0;0;0.0003;0;0;0.0002;0;0;0.0001;0;0;0;0;0;0;0.0011;0;0.0007;0.0054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005
Nostoc flagelliforme;0;0;0;0;0.0002;0.0001;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0.0001;0.0008;0;0;0;0.0006;0;0;0.0019;0.001;0.0004;0.0148;0;0.0058;0;0.0242;0;0;0;0.0002;0.0005;0.0001;0.0005;0.0001;0;0.0006;0.0002;0;0.0003;0.0004;0.0002;0;0;0.001;0.0002;0;0.0073;0.0004;0.0071;0;0;0;0;0;0.0027;0;0.0008;0.0017;0;0;0.0024;0;0;0;0;0;0;0;0;0;0;0;0
'Nostoc azollae';0;0;0;0;0.0003;0.0001;0;0.0001;0;0;0.0019;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0.0005;0;0.0001;0;0;0.0042;0;0.0034;0;0;0.0013;0.0008;0;0;0.0003;0.0002;0;0;0.0001;0;0.0001;0.0003;0;0.0006;0;0.0016;0;0;0;0.0001;0.0111;0;0;0.0004;0;0.0045;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nonomuraea sp;0;0;0;0;0.0002;0.0004;0.0045;0.0001;0.0001;0;0.0008;0;0;0;0.0003;0;0;0.0019;0.0002;0.0003;0;0;0;0.0001;0;0.0032;0;0.0001;0;0.0008;0;0;0.0001;0.0003;0.0016;0;0.0003;0.0008;0.0022;0.0034;0.0237;0.0001;0.0059;0.0348;0;0.0003;0.0022;0.0008;0.0023;0.0026;0.0018;0.0017;0.0015;0;0.0002;0.0004;0;0.0012;0.001;0;0.003;0.0001;0.0224;0.0003;0.0052;0.0006;0.0002;0.0386;0.0007;0;0.0007;0;0.0005;0.0454;0.0001;0;0.0004;0;0;0.0002;0;0;0;0;0.0004;0;0;0;0;0;0.0001;0.0001
Nonlabens sp;0;0.0001;0;0;0;0;0;0.0007;0;0;0;0;0;0;0.0073;0;0.0001;0.0001;0;0;0;0.0001;0;0;0;0.0003;0;0.0005;0;0;0.0002;0;0;0;0.001;0;0;0.0009;0;0.0014;0;0;0.0022;0.0121;0;0;0;0.0008;0.0002;0;0.0002;0.0003;0.0002;0;0.0008;0.0001;0;0;0;0;0;0;0;0;0;0;0;0.0021;0;0;0.0012;0;0.0104;0.1357;0.0006;0;0;0;0;0.0016;0;0;0;0;0.0064;0;0.0007;0;0;0;0.0001;0.0031
Nonlabens sediminis;0;0;0;0;0;0.0004;0;0.0002;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0.0003;0;0;0;0;0.0002;0;0.0009;0;0;0;0;0.0006;0.001;0.0003;0;0;0;0;0;0;0;0;0;0;0.0002;0.0001;0;0;0;0.0003;0;0;0.0008;0;0.0011;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0.0012
Nonlabens dokdonensis;0;0.0001;0.0003;0.0004;0.0004;0.0019;0;0.0005;0;0;0.002;0.0002;0;0;0.0068;0;0.0005;0.0012;0;0.0021;0.0005;0.0001;0;0.0001;0.0001;0.0012;0.0006;0.0002;0.0002;0.0007;0;0;0.0007;0.0018;0.0021;0;0;0.0039;0;0.001;0;0;0.0058;0.0089;0.0047;0.0001;0.0034;0.0051;0.0016;0.0025;0.0031;0.0024;0.001;0.0005;0;0.0019;0.0002;0.0025;0.0004;0.0002;0.049;0;0.0571;0.0054;0;0;0.0005;0.0136;0;0;0.0032;0;0.0065;0.0286;0.0009;0.0019;0;0.0003;0;0.0042;0;0;0;0.0003;0.0002;0.0001;0.0018;0;0.0002;0;0.0008;0.0057
Nocardiopsis gilva;0;0;0;0.0002;0.0001;0.0005;0;0.0001;0;0.0001;0.0035;0.0001;0;0.0001;0.0007;0;0;0.0001;0;0.001;0;0;0.0001;0;0;0.0027;0;0.0001;0;0.0003;0;0;0.0004;0.0009;0.0026;0;0;0.0025;0.0005;0.0026;0.0545;0;0.0011;0.125;0;0.0001;0.0011;0.0009;0.0035;0.0004;0.0009;0.0013;0.0004;0;0.0011;0.0004;0;0.0016;0.0003;0;0.0025;0;0.0266;0.0001;0.0016;0;0.0003;0.0058;0;0;0.0021;0;0.0017;0.0218;0;0;0.0008;0;0;0.0006;0;0;0;0.0001;0.0004;0.0001;0;0;0;0;0.0001;0.0004
Nocardiopsis dassonvillei;0;0;0;0;0;0.0003;0;0.0008;0;0;0.0022;0.0001;0;0.0001;0.0004;0;0;0;0;0.0002;0;0;0;0;0;0.002;0;0.0001;0;0.0007;0.0007;0;0.0002;0.0004;0.001;0;0;0.0105;0.0121;0.0056;0.043;0.0014;0.023;0.0484;0.1021;0;0.0021;0.0011;0.0013;0.0014;0.002;0.0015;0.0005;0.0001;0.0008;0.0021;0;0.0024;0.0013;0.0002;0.006;0.0001;0.0581;0;0.0017;0.025;0.0006;0.0329;0.1415;0;0.0018;0.0001;0.0016;0.0233;0;0.0008;0.0062;0.0001;0;0.0065;0;0;0;0.0001;0.0005;0;0;0;0.0001;0;0.0001;0.0008
Nocardiopsis alba;0;0;0.0002;0.0002;0.0001;0.0003;0;0.0007;0;0.0001;0;0.0001;0;0;0.0008;0;0;0.0009;0;0.0002;0.0043;0.001;0;0;0;0.0008;0.0008;0.0007;0.0001;0.0001;0;0;0.0011;0.0006;0.0033;0.0002;0.0019;0.0012;0.0024;0.006;0.0318;0.0001;0.0094;0.0179;0.0031;0.0001;0.0004;0.0039;0.0014;0.0014;0.0005;0.0013;0.0011;0.0001;0.0008;0.0008;0;0.0008;0.0003;0.0001;0.0046;0.0001;0.0176;0;0.0005;0.0005;0;0.0324;0;0;0.0022;0;0.0005;0.0554;0;0;0.0003;0;0;0.0001;0;0;0;0.0002;0;0.0001;0;0;0;0.0008;0.0001;0.0074
Nocardioides sp;0;0;0;0;0;0.0009;0;0.0011;0;0.0001;0.0079;0;0;0;0;0;0;0;0;0.0084;0.0022;0;0;0.0001;0;0.0036;0;0.0002;0;0.0002;0;0;0.0003;0.0004;0.0013;0;0.0009;0;0.0008;0.0064;0.0099;0.0001;0.0013;0.259;0.0849;0.0001;0.0045;0.0022;0.0333;0.0052;0.0075;0.0202;0.0027;0.0002;0.0092;0.0017;0.0001;0.0049;0.0192;0.0001;0.0018;0.0001;0.0138;0.0014;0.0065;0.0106;0.0015;0.0831;0.0071;0;0.0018;0;0.0006;0.009;0.0002;0;0.0003;0;0.0003;0.0002;0;0;0;0;0.0018;0.0003;0;0;0;0;0;0.0007
Nocardioides dokdonensis;0;0;0.0001;0;0;0.001;0;0.0012;0;0;0.0117;0.0002;0;0;0.0051;0;0;0.0005;0;0.0014;0.0012;0;0;0.0002;0.0001;0.0043;0.0002;0.0008;0;0.0009;0;0;0.0012;0.0001;0.0036;0;0.001;0.0026;0.0057;0.0134;0.0849;0.0001;0.0044;0.1276;0.0168;0.0001;0.0103;0.0029;0.0357;0.0069;0.0077;0.0225;0.0036;0.0003;0.0079;0.0031;0.0004;0.0046;0.0186;0.0003;0.0114;0.0003;0.0785;0.0009;0.0132;0.0133;0.0005;0.0947;0.0122;0.0001;0.0045;0;0.0021;0.1328;0;0.0002;0.0016;0.0001;0.0002;0.0014;0;0;0;0.0001;0.0005;0;0.0001;0;0.0001;0;0.0001;0.0013
Nocardia terpenica;0;0;0;0.0001;0.0002;0;0.0066;0;0;0;0.0021;0;0;0;0.0011;0;0;0.0005;0;0.0007;0.0002;0;0;0;0;0.0014;0.0001;0.0003;0;0;0.0001;0;0;0.0002;0.0001;0;0;0.0004;0.0013;0.0025;0.0028;0;0.0047;0.142;0.0354;0;0.0009;0;0.0013;0.0009;0.0009;0.0009;0.0002;0;0.0003;0.0003;0;0.0002;0.0002;0;0.0003;0.0001;0.0078;0;0;0.0006;0.0001;0.0027;0.004;0;0.003;0.0001;0.0041;0;0;0.0005;0.0008;0;0;0.0008;0;0;0;0;0.0001;0.0002;0;0;0;0;0;0.0003
Nocardia soli;0;0;0;0;0.0002;0.0004;0;0.0002;0;0;0.0001;0;0;0;0;0;0;0.0022;0;0.0004;0;0;0;0;0.0001;0.0021;0;0.0001;0.0001;0.0012;0;0;0;0.0007;0.0009;0;0;0.0001;0.001;0.0044;0.0119;0;0.0106;0.0382;0.0151;0.0001;0.0018;0.0003;0.0009;0.0013;0.0012;0.0009;0.0019;0;0.0019;0.0001;0;0.002;0.0004;0;0.0027;0;0.0212;0.0001;0.0004;0;0.0003;0.0154;0;0;0.0002;0;0.0031;0.0444;0;0.0004;0.001;0;0.0003;0.0006;0;0;0;0;0.0002;0;0;0;0;0;0;0.0002
Nocardia seriolae;0;0;0;0.0001;0;0.0004;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016;0.0001;0.0001;0;0.0012;0;0;0;0.0006;0.0013;0;0;0.0021;0.001;0.0037;0.0507;0.0002;0.0089;0.1387;0;0;0.0016;0.0007;0.0011;0.0012;0.0022;0.0022;0.0004;0;0.0008;0.0006;0;0.0025;0.0004;0.0001;0.0024;0.0002;0.0362;0.0001;0.0015;0;0;0.0371;0;0;0.0026;0;0.0002;0;0;0;0.0005;0;0.0001;0.0002;0;0;0;0;0.0001;0;0;0;0;0;0;0.0005
Nocardia nova;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0.0001;0;0;0.0012;0;0;0;0;0;0;0;0;0;0.0003;0;0.0002;0;0;0.0002;0;0.0001;0;0;0;0;0;0.0015;0;0.0027;0;0;0;0.0001;0.0001;0.0012;0.0002;0.001;0.0005;0.0007;0;0.0006;0.0001;0;0.0003;0.0002;0;0.0014;0;0.001;0;0.0008;0.001;0;0.0064;0;0;0.0001;0;0;0.0013;0;0;0;0;0;0;0;0;0;0.0001;0.0009;0;0;0;0;0;0;0.0001
Nocardia farcinica;0;0;0;0;0;0.0005;0.0097;0.0003;0;0;0.0135;0;0;0;0.0022;0;0;0;0;0.0017;0;0;0;0;0;0.0032;0;0.0003;0;0.0003;0.0001;0;0.0002;0.0005;0.0021;0;0.0004;0.0034;0.0039;0.0048;0.0576;0;0.0236;0.2666;0;0;0.0021;0.0012;0.0035;0.0027;0.0014;0.0013;0.0004;0;0.0015;0.0005;0;0.0033;0.0005;0;0.0043;0.0003;0.03;0;0.0096;0.0014;0.0003;0.0452;0.0015;0;0.0019;0;0.0015;0.0594;0;0;0.002;0.0001;0.0006;0.0021;0;0;0;0.0001;0.0005;0.0001;0;0;0;0;0.0001;0.0026
Nocardia cyriacigeorgica;0;0;0;0;0.0001;0.0001;0;0;0;0;0;0;0;0;0.0006;0;0;0.0001;0;0;0.0003;0;0;0;0;0.0004;0;0;0;0;0;0;0;0.0003;0;0;0;0;0.0005;0.0001;0.006;0.0001;0.0026;0;0;0;0.0005;0;0.0011;0.0002;0.0002;0.0003;0.0001;0;0.0004;0.001;0;0.0008;0.0004;0.0001;0.0002;0;0.0097;0;0.0042;0.0009;0;0.001;0;0;0.0007;0;0;0;0;0;0.0003;0;0;0.0001;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0
Nocardia brasiliensis;0;0;0.0001;0.0001;0;0.0006;0;0.0011;0;0;0.0001;0.0001;0;0;0.0001;0;0;0.0003;0;0.0001;0;0;0;0;0;0.0022;0;0.0001;0;0.0005;0.0002;0;0.0001;0.0007;0.0021;0;0.0002;0.0005;0.0022;0.0039;0.0709;0.0001;0.0134;0;0.0293;0.0001;0.0024;0.0007;0.0016;0.0031;0.0016;0.0009;0.001;0.0001;0.0002;0.0006;0;0.0014;0.0005;0.0001;0.004;0.0002;0.0291;0.0001;0.001;0.0035;0;0.0433;0.0132;0;0.0026;0;0;0;0;0.0003;0.0004;0;0;0.0005;0;0;0;0;0.0001;0;0;0;0.0001;0;0.0003;0
