Species;SRR3284698_CF;SRR3284701_CF;SRR3284702_CF;SRR3284703_CF;SRR3284706_CF;SRR3286490_CF;SRR3286491_CF;SRR3286492_CF;SRR3286493_CF;SRR3286494_CF;SRR3286495_CF
Bacillus cellulosilyticus;0;0;0;0;0;0;0;0.00009;0;0;0
Desulfococcus oleovorans;0;0;0;0.00005;0;0;0;0;0;0;0
Mycoplasmopsis californica;0;0;0;0;0;0;0;0;0;0;0
Rhodospirillaceae bacterium;0;0;0;0;0;0;0;0;0;0;0
Bergeyella cardium;0;0;0;0;0;0;0.00085;0.00096;0;0;0
Neisseria flavescens;0;0.0075;0.04138;0;0.00288;0.00384;0.05057;0.0001;0;0.00981;0
Thermus caldilimi;0;0;0;0;0;0;0;0.00018;0;0;0
Arcobacter anaerophilus;0;0;0;0;0;0;0;0.00014;0;0;0
marxianus strain;0.00186;0.00145;0.00136;0.00077;0.00072;0.00054;0.00046;0.00038;0.00115;0.00095;0.00067
Acinetobacter cumulans;0;0;0;0;0;0;0;0.00013;0;0;0
Schaalia odontolytica;0;0;0.0045;0.00428;0.00835;0.00476;0;0;0.00935;0.00652;0.02734
Francisella halioticida;0;0;0;0;0;0;0;0.0001;0;0;0
Bacteroides xylanisolvens;0;0;0.00007;0;0;0;0.00003;0.00017;0;0.00007;0
Kocuria rhizophila;0;0;0;0;0;0;0;0;0;0;0
Roseimaritima ulvae;0;0;0;0.00003;0;0;0;0.00011;0;0.00003;0
Enterobacter ludwigii;0;0;0;0;0;0;0;0;0;0;0
Proteus vulgaris;0.00006;0.00005;0;0;0;0;0;0;0;0;0
Vibrio vulnificus;0;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas carrageenovora;0;0;0;0;0;0;0;0;0;0;0
Enterobacter cloacae;0;0;0;0;0;0;0;0;0;0;0
Granulicella tundricola;0;0;0;0;0;0;0;0.0004;0;0;0
Syntrophobacter fumaroxidans;0;0;0;0;0;0;0;0.00009;0;0;0
Sphingobium fuliginis;0;0;0;0;0;0;0;0;0;0;0
Brevibacillus formosus;0;0;0;0;0;0;0;0;0.00003;0;0
Streptomyces malaysiensis;0;0;0;0;0;0;0;0;0;0;0
Corynebacterium vitaeruminis;0;0;0;0;0;0.00015;0;0;0;0;0
Sphingomonas koreensis;0;0;0.00019;0.00019;0;0.0001;0.0001;0;0;0;0
Slackia heliotrinireducens;0;0;0;0;0;0;0;0;0;0;0
Neorhizobium galegae;0;0;0;0;0;0;0;0;0;0;0
Granulosicoccus antarcticus;0;0;0;0.00003;0;0;0;0;0;0;0
Haloquadratum walsbyi;0;0;0;0;0;0;0;0;0;0;0
Gemmatirosa kalamazoonesis;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas sediminis;0;0;0;0;0;0;0;0.00009;0;0;0
Neisseria polysaccharea;0;0.00021;0.00381;0;0;0.00021;0.01436;0;0;0.00042;0
Neisseria chenwenguii;0;0;0.00026;0;0;0;0.00009;0.00009;0;0;0
Alpha proteobacterium;0;0;0;0;0;0;0;0;0;0;0
Rhodoferax sediminis;0;0;0;0;0;0.00005;0;0.00009;0;0;0
Lactococcus phage;0;0;0;0;0;0;0;0;0;0;0
Hydrogenobacter thermophilus;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas protegens;0;0;0;0;0;0;0;0;0;0;0
dubliniensis CD36;0.00061;0.00052;0.00029;0.00028;0.00023;0.00014;0;0;0.0004;0.00034;0.00027
Staphylococcus hyicus;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus salivarius;0;0;0;0;0;0;0;0;0;0;0
Acinetobacter gyllenbergii;0;0;0;0;0;0;0;0.00011;0;0;0
Clostridium carboxidivorans;0;0;0;0;0;0;0;0.00008;0;0;0
Clostridium kluyveri;0;0;0;0;0;0;0;0;0;0;0
Enterococcus avium;0;0;0;0.00004;0;0;0;0;0;0;0
Lactobacillus ginsenosidimutans;0;0;0;0;0;0;0;0.00076;0;0;0
Bacillus megaterium;0;0;0;0;0;0;0;0;0;0;0
Dickeya aquatica;0;0;0;0;0;0;0.00005;0.00014;0;0;0
Rhizobium pusense;0;0;0;0;0;0;0;0;0;0;0
Nitrosomonadales bacterium;0;0;0;0;0;0;0;0;0;0;0
Carboxydothermus hydrogenoformans;0;0;0;0;0;0;0.00009;0;0;0;0
Streptococcus equi;0;0;0;0;0;0;0;0;0;0;0
Streptomyces xiamenensis;0;0;0;0;0;0;0.00004;0;0;0;0
Xylella fastidiosa;0.00009;0;0;0;0;0;0;0;0;0;0
Stenotrophomonas maltophilia;0.00009;0.00004;0;0;0;0;0;0;0;0;0
Mesoplasma florum;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus paragasseri;0.00044;0.00022;0;0;0;0;0;0;0;0;0
Paenibacillus sabinae;0;0;0.00004;0;0;0;0.00004;0;0;0;0
Acinetobacter junii;0;0;0;0;0;0;0;0;0;0;0
Streptosporangium roseum;0;0;0;0;0;0;0;0.00006;0;0;0
Gluconobacter thailandicus;0;0;0;0;0;0;0;0.00019;0;0;0
Brenneria goodwinii;0;0;0;0;0;0;0;0.00012;0;0;0
Lactococcus lactis;0;0;0;0;0;0;0;0;0;0;0
Paraburkholderia xenovorans;0.00013;0.00004;0;0;0;0;0;0;0;0;0
Pectobacterium polaris;0.00004;0;0;0;0;0;0;0;0;0;0
Dietzia psychralcaliphila;0;0;0;0;0;0;0;0.00006;0;0;0
Desulfotomaculum ruminis;0;0;0;0;0;0;0.00005;0.00022;0;0;0
Anoxybacter fermentans;0;0;0;0;0;0;0;0.00012;0;0;0
Formosa sediminum;0;0;0;0;0;0;0.00005;0.00022;0;0;0
Gryllotalpicola protaetiae;0;0;0;0;0;0.00006;0;0.00006;0;0;0
Rhodobacter blasticus;0;0;0;0;0;0;0.00006;0.00012;0;0;0
Phytohabitans suffuscus;0;0;0;0;0.00002;0;0;0.00004;0;0;0
Staphylococcus cohnii;0.00008;0;0;0;0;0;0;0;0;0;0
Ralstonia mannitolilytica;0;0;0;0;0;0;0;0;0;0;0
Hydrogenophaga pseudoflava;0;0;0;0.00004;0;0;0;0;0;0;0
Staphylococcus nepalensis;0;0;0;0;0;0;0.00022;0;0;0;0
Lactobacillus heilongjiangensis;0;0;0;0;0;0;0;0.00047;0;0;0
Flavobacterium gilvum;0;0;0;0;0;0;0.00005;0.0001;0;0;0
Flavobacterium nackdongense;0;0;0;0;0;0;0;0.0001;0;0;0
Gemmatimonas aurantiaca;0;0;0;0;0;0;0;0.00009;0;0;0
Pseudomonas marincola;0;0;0;0.00009;0;0;0;0;0;0;0
Geobacter bemidjiensis;0;0;0;0;0;0;0;0.00019;0;0;0
Elizabethkingia meningoseptica;0;0;0;0;0;0;0;0;0;0;0
Kribbella flavida;0;0;0;0;0;0;0;0.00011;0;0;0
Ureibacillus thermosphaericus;0;0;0;0.00006;0.00006;0.00018;0;0.00044;0;0;0.00006
Legionella waltersii;0;0;0;0.00012;0;0;0;0.00006;0;0;0
Raoultella planticola;0;0;0;0;0;0;0;0;0;0;0
Methanohalobium evestigatum;0;0;0;0;0;0;0;0.00019;0;0;0
Anaplasma phagocytophilum;0;0;0;0;0;0;0;0;0;0;0
Gordonia bronchialis;0;0;0;0;0;0;0;0;0;0;0
Aeromonas dhakensis;0;0;0;0;0;0;0;0.00009;0;0;0
Planococcus rifietoensis;0;0;0;0;0;0;0.00006;0.00012;0;0;0
Gordonia terrae;0;0;0;0;0;0;0;0;0;0;0
Chitinophaga pinensis;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus odorifer;0.00006;0;0;0;0;0;0;0;0;0;0
lignohabitans strain;0;0;0;0;0;0.00004;0;0;0;0;0.00009
Mycoplasma columbinasale;0;0;0.00025;0;0.00025;0;0;0.00051;0;0;0
Serratia fonticola;0;0;0;0;0;0;0;0;0;0;0
Desulfocurvibacter africanus;0;0;0;0;0;0;0;0.00026;0;0;0
Halorubrum lacusprofundi;0;0;0;0;0;0;0;0;0;0;0
Methylomonas denitrificans;0;0;0;0;0;0;0;0.00017;0;0;0
Chroococcidiopsis thermalis;0;0;0;0;0;0;0;0.0001;0;0.00003;0
Mycobacteroides salmoniphilum;0;0;0;0;0;0;0;0.00009;0;0;0
Belliella baltica;0;0;0;0;0;0;0;0.00036;0;0;0
Desulfovibrio marinus;0;0;0;0;0;0;0.00005;0;0;0;0
Bacteroides caccae;0;0;0;0;0.00009;0;0.00009;0.00019;0;0;0
Staphylococcus haemolyticus;0.00008;0;0;0;0;0;0;0;0;0.00127;0.00016
Pseudomonas resinovorans;0;0;0.00003;0.00007;0;0;0;0;0;0;0
Campylobacter corcagiensis;0;0;0;0;0;0.00013;0;0;0;0;0
Burkholderia multivorans;0.00506;0.00386;0.00382;0.00356;0.0026;0.00189;0.00185;0.00123;0.00082;0.00079;0.00079
Thermoanaerobacter italicus;0;0;0;0;0;0;0.00009;0.00035;0;0;0
Weissella paramesenteroides;0;0;0.00011;0;0;0;0.00011;0;0;0;0
Brachyspira murdochii;0.00007;0;0;0;0;0;0;0.0002;0;0;0
Muricauda lutaonensis;0;0;0;0;0;0;0;0.00013;0;0;0
Rhizobium grahamii;0;0;0;0;0;0;0;0.00006;0;0;0
Stappia indica;0;0;0.00004;0;0;0.00004;0.00004;0.00009;0;0;0
Myroides odoratimimus;0;0;0;0;0.00005;0;0;0;0;0;0
Sporosarcina pasteurii;0;0;0;0;0;0;0.00007;0.00067;0;0;0
Cohnella candidum;0;0;0;0;0;0;0;0.00008;0;0;0
Limnobaculum parvum;0;0;0;0;0;0;0.00006;0;0;0;0
Sphingomonas azotifigens;0.00177;0;0;0.03768;0.00947;0.00502;0;0;0.01635;0;0.02527
Cyanophage MED4;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma anserisalpingitidis;0;0;0;0;0;0;0;0;0;0;0
Terriglobus roseus;0;0;0;0;0;0;0;0.00021;0;0;0
Spiroplasma culicicola;0;0;0;0;0;0;0;0.00019;0;0;0
Serinicoccus marinus;0;0;0;0;0;0;0.00006;0.00025;0;0;0
Pseudomonas nitroreducens;0;0;0;0.00016;0;0.00003;0;0.00003;0;0;0
Jeotgalibaca arthritidis;0;0;0.00018;0;0;0.00018;0.00046;0.0038;0;0.00009;0
Luteipulveratus mongoliensis;0;0;0;0;0;0;0;0.00016;0;0;0
Pseudomonas versuta;0;0;0;0;0;0;0;0;0;0;0.00017
Mycolicibacterium arabiense;0;0;0;0;0;0;0;0.00007;0;0;0
Spiroplasma chinense;0;0;0;0;0;0;0.00031;0.00032;0;0;0
Pelodictyon luteolum;0;0;0;0;0;0.00009;0;0.00009;0;0;0
Geobacter daltonii;0;0;0;0;0;0;0;0.00005;0;0;0
Thermomonospora curvata;0;0;0;0;0.00004;0;0;0.00008;0;0;0
Flammeovirga pectinis;0;0;0;0;0;0;0;0;0;0;0.0003
Staphylococcus schleiferi;0;0;0;0;0;0;0.00051;0.00033;0.00009;0;0
Komagataeibacter rhaeticus;0;0;0;0;0;0;0;0.00018;0;0;0
Geoalkalibacter subterraneus;0;0;0.00006;0;0;0;0;0.00013;0;0;0
Desulfovibrio fairfieldensis;0;0;0;0;0;0;0;0.00012;0;0;0
Oleiphilus messinensis;0;0;0;0;0;0;0;0.00003;0;0;0
Arcobacter lanthieri;0;0;0;0;0;0;0;0;0.00009;0;0
Leisingera aquaemixtae;0;0;0;0;0.00006;0;0.00006;0.00011;0;0;0
Halomonas beimenensis;0;0;0;0;0;0;0;0.00011;0;0;0
Corallococcus coralloides;0;0;0;0;0;0;0;0;0;0;0
Saccharomonospora viridis;0;0;0;0;0;0;0;0.0001;0;0;0
Streptomyces fradiae;0;0;0;0;0;0;0;0;0;0;0
Borrelia miyamotoi;0;0;0;0;0;0;0;0;0;0;0
Roseivirga pacifica;0;0;0;0;0;0;0.00009;0.00009;0;0;0
Clostridium diolis;0;0;0;0;0;0;0.00004;0.00007;0;0;0
Planococcus donghaensis;0;0;0;0;0;0;0;0.00007;0;0;0
Wolbachia pipientis;0;0;0;0;0;0;0;0;0;0;0
Mycobacterium florentinum;0;0;0.00003;0;0;0;0;0;0;0;0
Paraprevotella xylaniphila;0.00005;0.00005;0.00005;0;0.00005;0;0.00016;0.00053;0;0.0001;0
Flavonifractor plautii;0;0;0;0;0;0;0;0;0;0;0
Apibacter raozihei;0.00013;0;0.00007;0;0;0;0.00007;0.00073;0;0;0.00007
Agromyces aureus;0.00005;0;0;0;0;0;0;0.0001;0;0;0
Nakamurella multipartita;0;0;0;0;0.00007;0;0;0;0;0;0
Dysosmobacter welbionis;0;0;0;0;0;0;0.00012;0.00024;0;0;0
Oenococcus sicerae;0;0;0;0;0;0;0.00013;0;0;0;0
Aureococcus anophagefferens;0;0;0;0.00058;0;0;0;0;0;0;0
Serratia proteamaculans;0;0;0.00004;0;0;0;0;0;0;0;0
Actinopolyspora erythraea;0;0;0;0;0;0;0;0.00008;0;0.00004;0
Mesorhizobium australicum;0;0;0;0;0;0.00003;0;0.00007;0;0;0
Spirosoma radiotolerans;0;0;0.00003;0;0;0;0;0;0;0;0
Segniliparus rotundus;0;0;0;0;0;0;0;0.00014;0;0;0
Acidianus hospitalis;0;0;0;0;0;0;0;0.0002;0;0;0
Leptotrichia hofstadii;0;0;0.00025;0;0.00042;0;0.00025;0.00009;0;0;0
Arcobacter thereius;0;0;0;0;0;0;0.00011;0.00034;0;0;0.00011
Anaerobutyricum hallii;0.00006;0.00006;0;0;0;0;0.00012;0.00019;0;0;0
Parvimonas micra;0.00013;0;0;0.00013;0.00013;0;0.00181;0.00171;0.00141;0;0
Francisella hispaniensis;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus johnsonii;0;0;0;0;0;0;0;0;0;0;0
Sphingopyxis macrogoltabida;0;0;0;0;0;0;0;0;0;0.00004;0
Nodularia spumigena;0;0;0;0;0.00004;0;0;0.00016;0;0;0
Fusobacterium periodonticum;0;0.00059;0.00236;0;0;0;0.00356;0.00034;0;0.0038;0.20204
Pseudomonas cerasi;0;0;0;0;0;0;0.00007;0;0;0;0
Mycolicibacterium duvalii;0;0;0;0;0.00004;0;0.00004;0.00015;0;0;0
Methanobrevibacter millerae;0;0;0;0;0;0;0;0.00034;0;0;0
Lactobacillus fructivorans;0;0;0;0;0;0;0;0.00031;0;0;0.00016
Pseudomonas avellanae;0;0;0;0;0.00007;0;0;0;0;0;0
Massilia putida;0;0;0;0;0;0;0;0.00003;0.00003;0;0
Rhodopseudomonas palustris;0;0;0;0;0;0;0;0;0;0;0
Cutibacterium granulosum;0;0;0;0;0;0;0;0;0;0;0.0002
Planococcus versutus;0;0;0;0;0;0;0.00007;0.00047;0;0;0
Natrinema versiforme;0;0;0;0;0;0;0;0.00023;0;0;0
Paraphotobacterium marinum;0;0;0;0;0;0;0;0;0;0;0
Spirosoma aerolatum;0;0;0;0;0;0;0;0.00022;0;0;0
Heliobacterium modesticaldum;0;0;0;0;0;0;0.00007;0;0;0;0
Flavisolibacter ginsenosidimutans;0;0;0;0;0;0;0;0.00026;0;0;0
Intrasporangium calvum;0;0;0;0;0.00005;0;0;0;0.00005;0;0
Rickettsia typhi;0;0;0;0;0;0;0;0;0.00019;0;0
Methanospirillum hungatei;0;0;0;0;0;0;0;0.00012;0;0;0
Streptomyces nitrosporeus;0;0;0;0;0;0;0;0.00006;0;0;0
Lactobacillus vaginalis;0;0;0;0;0;0;0.00011;0.00276;0;0;0
Peribacillus asahii;0;0;0;0;0;0.00004;0.00004;0.00023;0;0;0
Chlorobium phaeobacteroides;0;0;0.00008;0;0;0;0;0;0;0;0.00008
Methanocella arvoryzae;0;0;0;0;0;0;0;0.00014;0;0;0.00007
Lactobacillus rossiae;0;0;0;0;0;0;0;0;0;0;0
Sulfuritortus calidifontis;0;0;0;0;0;0;0;0.00016;0;0;0
Mycolicibacterium thermoresistibile;0;0;0;0;0;0;0;0.00009;0;0;0
Bacillus safensis;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus koreensis;0;0;0;0;0;0;0;0.00058;0;0;0
Phascolarctobacterium faecium;0;0;0;0;0;0;0;0;0;0;0
Blastochloris tepida;0;0;0;0;0;0.00005;0;0.00006;0;0;0
Alkaliphilus oremlandii;0;0;0;0;0.00007;0;0;0.00014;0;0;0
Acinetobacter guillouiae;0;0;0;0;0;0;0;0.00019;0;0;0
Streptomyces nodosus;0;0;0;0;0;0;0.00003;0.00006;0;0;0
Lactococcus piscium;0;0;0;0;0;0;0;0.00018;0;0;0
Lactobacillus farciminis;0;0;0;0;0;0;0.00008;0.00017;0;0;0
Arcticibacterium luteifluviistationis;0;0;0;0;0;0;0;0.00008;0;0;0
Cupriavidus pauculus;0;0;0;0;0;0;0;0;0;0;0
Rhodococcus phage;0;0;0;0;0;0;0;0;0;0;0
Azospirillum thermophilum;0;0;0;0;0;0;0;0;0;0;0
Gordonia insulae;0;0;0;0;0;0;0;0.00004;0;0;0
Rhodococcus aetherivorans;0;0;0;0.00004;0;0;0.00004;0.00011;0;0;0
Pseudomonas balearica;0;0;0;0;0;0;0;0;0.0001;0;0
Rothia aeria;0;0;0;0;0.01449;0.01013;0;0;0.00058;0.00047;0.00248
Enterococcus gilvus;0;0;0;0;0.00007;0;0.00008;0.00038;0;0;0
Lelliottia nimipressuralis;0;0;0.00004;0;0.00004;0.00009;0;0;0;0;0
Cryobacterium soli;0;0;0;0;0;0;0;0;0;0;0.00005
Methanococcoides burtonii;0;0;0;0;0;0;0;0.00017;0;0;0
Ornithinimicrobium flavum;0;0;0;0;0;0;0;0.00023;0;0;0
Pseudarthrobacter phenanthrenivorans;0;0;0;0;0;0;0.00005;0;0;0;0
Pseudomonas synxantha;0;0;0;0;0;0;0;0;0;0;0
Tenuifilum thalassicum;0;0;0;0;0;0;0;0.0002;0;0;0
Arcobacter cryaerophilus;0;0;0;0;0;0;0;0.0002;0;0;0
Moraxella bovis;0;0;0;0;0;0;0.00008;0.00046;0;0;0
Thermotoga naphthophila;0;0;0;0;0;0;0;0.00024;0;0;0
Bifidobacterium longum;0;0;0;0;0;0;0;0;0;0;0
Tetragenococcus koreensis;0;0;0;0;0;0;0.00008;0.00096;0;0;0
Mycoplasmopsis gallinacea;0;0;0;0;0.00036;0;0;0;0;0;0
Sterolibacteriaceae bacterium;0;0;0;0;0;0;0;0;0;0;0
Actinomyces howellii;0;0.00007;0;0;0.00007;0.00007;0;0.00035;0;0;0
Treponema succinifaciens;0;0;0;0;0;0;0.00016;0.00032;0;0.00008;0
Thalassobius gelatinovorus;0;0;0;0;0.00005;0;0;0;0;0;0
Caldicellulosiruptor kristjanssonii;0;0;0;0;0;0;0;0.00016;0;0;0
Ahniella affigens;0;0;0;0;0;0;0;0.00022;0;0;0
Arcobacter defluvii;0;0;0;0.00007;0;0;0;0;0;0;0
Thermobispora bispora;0;0;0;0;0;0;0;0.00005;0;0;0
Shewanella baltica;0;0;0;0;0;0;0;0;0;0;0
Mycolicibacterium sediminis;0;0;0;0;0;0;0;0.00014;0;0;0
Pseudomonas taetrolens;0;0;0;0;0;0;0;0;0.00004;0;0
dahliae VdLs.17;0.00042;0.00013;0.0001;0.00006;0.00004;0.00004;0;0;0.00018;0.00011;0.00007
fumigatus Af293;0.00022;0.00016;0.00011;0.00004;0.00004;0;0;0;0;0.00011;0.00005
Corynebacterium renale;0;0;0;0;0;0;0;0;0.00018;0;0
Chondromyces crocatus;0;0;0;0;0;0;0;0.00011;0;0;0
Chryseobacterium lactis;0;0;0;0;0.00004;0;0;0;0;0;0
Corynebacterium deserti;0;0;0.00007;0;0.00029;0;0;0;0;0;0
Streptomyces clavuligerus;0;0;0;0;0;0;0;0;0;0;0
Paraburkholderia sprentiae;0;0;0;0;0;0;0;0;0.00006;0;0.00012
Sphingobium chlorophenolicum;0;0;0;0;0;0;0;0;0;0;0
Caldimicrobium thiodismutans;0;0;0;0;0;0;0;0.00024;0;0;0
Halarcobacter ebronensis;0;0;0;0;0;0;0.00007;0.00027;0;0;0
Labrenzia aggregata;0;0;0.00007;0;0;0.00003;0.00004;0.00007;0;0;0.00004
Escherichia fergusonii;0.00005;0;0;0;0;0;0;0;0;0;0
Rathayibacter tanaceti;0;0;0;0;0;0;0;0.00014;0;0;0
Campylobacter concisus;0;0;0;0.00054;0.00042;0.00023;0.00098;0.00042;0;0;0
Nitratiruptor labii;0.00011;0;0.00011;0;0;0.00011;0;0;0;0;0
Vibrio nigripulchritudo;0;0;0;0;0;0;0;0;0;0;0
Edwardsiella ictaluri;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma struthionis;0;0;0;0;0;0;0;0.00059;0;0;0
solani isolate;0.00013;0.00009;0.00009;0;0;0;0;0;0;0;0.00017
Nocardiopsis dassonvillei;0;0;0;0;0;0;0;0;0;0;0
Psychromicrobium lacuslunae;0;0;0;0;0.00006;0.00006;0.00006;0;0;0;0.00006
Shewanella japonica;0;0;0;0;0;0;0;0.00017;0;0;0
Bacillus velezensis;0.00005;0;0;0;0;0;0;0;0;0;0
Pediococcus inopinatus;0;0;0;0;0;0;0;0.00041;0;0;0
Acidianus ambivalens;0;0;0;0;0;0;0;0.00019;0;0;0
Klebsiella grimontii;0;0;0;0;0;0;0;0;0;0;0
Castellaniella defragrans;0;0;0;0;0.00005;0;0;0;0;0;0
Gardnerella vaginalis;0;0;0;0;0;0;0;0;0;0;0
Bibersteinia trehalosi;0;0;0;0;0;0;0;0;0;0;0
Nitrosococcus oceani;0;0;0;0;0;0;0;0.00012;0;0;0
Salipiger profundus;0;0;0.00023;0.00028;0.00037;0.00023;0.00023;0.00014;0;0;0
Pandoraea fibrosis;0.00004;0;0;0;0;0;0;0;0;0;0
Spiroplasma turonicum;0;0;0;0;0;0;0;0;0;0;0
Lachnoclostridium phytofermentans;0;0;0;0;0.00004;0;0.00009;0.00036;0;0;0
Staphylococcus equorum;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus xylanilyticus;0;0;0;0;0;0;0;0.00007;0;0;0
Megamonas funiformis;0;0;0;0;0;0;0.00009;0;0;0;0
Pyrolobus fumarii;0;0.00012;0;0;0;0;0;0;0;0;0
Microbulbifer thermotolerans;0;0;0;0;0;0;0;0.00033;0;0;0
Pseudobacter ginsenosidimutans;0;0;0;0;0;0;0;0.00014;0;0;0
Melittangium boletus;0;0;0;0;0;0;0;0.00015;0;0;0
Methanosarcina horonobensis;0;0;0;0;0;0;0;0.00026;0;0;0
Pseudomonas multiresinivorans;0;0;0;0.00083;0.00003;0;0;0;0.00033;0;0.0001
Celeribacter ethanolicus;0;0;0;0;0;0;0.00011;0.00011;0;0;0
Alistipes dispar;0;0;0;0;0;0.00014;0.00007;0.00176;0;0;0
Thalassospira marina;0;0;0;0;0;0;0;0.0001;0;0;0
Chryseolinea soli;0;0;0;0;0;0;0;0.00024;0;0.00005;0
Phocaeicola dorei;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas orientalis;0.00004;0;0;0;0;0;0;0;0;0;0
Microbacterium testaceum;0;0;0;0;0;0;0;0.00005;0;0;0
Alteromonas naphthalenivorans;0;0;0;0;0.00004;0.00004;0;0;0;0;0
Blautia producta;0;0;0;0;0;0;0;0;0.00003;0;0
Bacteroides heparinolyticus;0;0;0.00012;0;0.00012;0;0.00018;0.00066;0;0.00006;0
Pseudoleptotrichia goodfellowii;0;0.00009;0.00009;0;0.00028;0;0.00066;0.00019;0.00009;0.00009;0
Prevotella oris;0.00041;0.00508;0.00757;0;0.00575;0.0069;0.01013;0.00645;0;0.00257;0
Paraburkholderia phytofirmans;0.00019;0.00014;0.00012;0.00006;0;0;0;0;0;0;0
Synechococcus lividus;0;0;0;0;0;0;0;0.00016;0;0;0
Bacillus tequilensis;0;0;0;0;0;0;0;0.00011;0;0;0
Streptomyces rimosus;0;0;0;0;0;0;0;0;0;0;0
Pediococcus acidilactici;0;0;0;0;0;0;0;0;0;0;0
Gordonia phage;0;0;0;0;0;0;0;0;0;0;0
Agrobacterium rhizogenes;0;0;0;0;0;0;0.00009;0;0;0;0.00009
Crocosphaera subtropica;0;0;0;0;0;0;0;0;0;0;0
Alteromonas macleodii;0.00005;0;0;0;0;0;0;0;0;0;0
Legionella jordanis;0;0;0;0;0;0;0;0.00014;0;0;0
Streptobacillus moniliformis;0;0;0;0;0;0;0;0;0;0;0
Moorea producens;0;0;0;0;0;0.00004;0;0.00004;0;0;0
Alistipes indistinctus;0;0;0.00007;0;0;0;0.00029;0.00094;0;0;0
Brevibacillus laterosporus;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas simiae;0;0;0;0;0;0;0.00007;0;0;0;0
Acholeplasma palmae;0;0;0;0;0;0;0;0.00014;0;0;0
Syntrophobotulus glycolicus;0;0;0;0;0;0;0;0.00026;0;0;0
Staphylococcus stepanovicii;0;0;0;0;0;0;0.00009;0.00089;0;0;0
Mesoplasma lactucae;0;0;0;0;0;0;0;0;0;0;0
Nanohaloarchaea archaeon;0;0;0;0;0.00047;0;0;0;0;0;0
Sphingobacterium psychroaquaticum;0;0;0;0;0;0;0;0.00005;0;0;0
Ralstonia pickettii;0;0;0;0;0;0;0;0;0;0;0
Dictyoglomus thermophilum;0.00011;0;0;0;0;0;0;0.00033;0;0;0
Mycoplasma conjunctivae;0;0;0;0;0;0;0;0;0.00024;0;0
Enterococcus durans;0;0;0;0;0;0;0;0;0;0;0
Thermococcus barossii;0;0;0;0;0;0;0;0.00023;0;0;0
Tenacibaculum mesophilum;0;0.00006;0;0;0;0;0;0.00013;0;0;0
Achromobacter spanius;0;0;0;0;0;0;0;0;0;0;0
Erysipelotrichaceae bacterium;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas vasicola;0;0;0;0;0;0;0;0;0;0;0
Caulobacter segnis;0;0;0;0;0;0;0;0;0;0;0
Klebsiella variicola;0;0;0;0;0;0;0;0;0;0;0
Caloranaerobacter azorensis;0;0;0;0;0;0;0;0.00069;0;0;0
Sphingopyxis granuli;0;0;0.00005;0;0.00005;0;0;0;0;0;0
Peribacillus muralis;0;0;0;0;0;0;0;0.00027;0;0;0
Streptomyces albus;0;0;0;0;0;0;0;0;0;0;0
Halobacillus mangrovi;0;0;0;0;0;0;0;0.00011;0;0;0
Neisseria weaveri;0;0;0.0002;0;0.0001;0;0;0;0.00019;0;0
Pseudobutyrivibrio xylanivorans;0;0;0;0;0;0;0;0;0;0;0
Methylocystis rosea;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus cellulosilyticus;0;0;0;0;0.00006;0;0;0.00011;0;0;0
Aeromonas rivipollensis;0;0;0;0;0;0;0;0.00014;0;0;0
Rhizobium rhizoryzae;0;0;0;0.00013;0;0;0;0;0;0;0
Paraburkholderia caribensis;0.00098;0.00012;0.00008;0;0;0;0;0;0;0;0
Mesorhizobium jarvisii;0;0;0;0;0;0;0;0;0;0;0.00003
Flammeovirgaceae bacterium;0;0;0;0;0;0.00003;0.00003;0.0001;0.00003;0;0.00003
Salicibibacter kimchii;0;0;0;0;0;0;0.00006;0;0;0;0
Nocardia mangyaensis;0;0;0;0;0;0;0;0.00009;0;0;0
Streptomyces lydicus;0.00005;0;0;0;0;0;0;0;0.00002;0;0
Intestinimonas butyriciproducens;0;0;0;0;0.00013;0;0;0;0;0;0
Bacteroides fragilis;0;0;0;0;0;0;0;0;0;0;0
Chryseobacterium joostei;0;0;0;0;0;0;0.00009;0.00009;0.00004;0;0
Haloplanus rallus;0.00007;0;0.00013;0;0;0;0;0;0;0;0
Cellulophaga baltica;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum quorumnocens;0;0;0;0;0;0;0.00008;0;0;0;0
Azotobacter vinelandii;0;0;0;0;0;0;0.00004;0;0;0;0
Gammaproteobacteria bacterium;0;0;0;0;0;0;0;0;0;0;0
Oenococcus oeni;0;0;0;0;0;0;0;0;0;0;0
